"spp.code","site","bnd.pre","bnd.suf","col","ag","sx","date","wng","tar","mass","wndr","rc.03.N","rs.03.N","rc.04.J","rs.04.J","rc.04.F","rs.04.F","rc.04.N","rs.04.N","rc.05.J","rs.05.J","rc.05.F","rs.05.F","rc.05.N","rs.05.N","rc.06.J","rs.06.J","rc.06.F","rs.06.F","rc.06.N","rs.06.N","rc.07.J","rs.07.J","rc.07.F","rs.07.F","rc.07.N","rs.07.N","rc.08.J","rs.08.J","date.cap.orig","yr","mo","day","nts","yr.num","site.ag.init","site.ag","bnd","stat.focals","num.rc.rs","persist","spp","stat","hab1","diet"
"BANA","La Caoba",NA,"460","X-","AHY",NA,"17-Nov-05",57.5,15.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-17,"2005",11,17,NA,2005,5,7,"NA-460","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba",NA,"463","X-","AHY",NA,"18-Nov-05",50.5,15.3,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-18,"2005",11,18,NA,2005,5,7,"NA-463","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14016","X-","AHY",NA,"16-Dec-05",51.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-16,"2005",12,16,NA,2005,5,7,"2430-14016","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14018","X-","AHY",NA,"16-Dec-05",53,15,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-16,"2005",12,16,NA,2005,5,7,"2430-14018","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14023","X-","AHY",NA,"17-Dec-05",49.5,14.6,7.3,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,2005-12-17,"2005",12,17,NA,2005,5,7,"2430-14023","res",1,"P","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14024","X-","AHY",NA,"17-Dec-05",52.5,15.1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-17,"2005",12,17,NA,2005,5,7,"2430-14024","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14026","X-","AHY",NA,"17-Dec-05",53.5,15.9,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-17,"2005",12,17,NA,2005,5,7,"2430-14026","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14030","X-","AHY",NA,"18-Dec-05",53,15.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-18,"2005",12,18,NA,2005,5,7,"2430-14030","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14099","X-","AHY",NA,"15-Feb-06",51,14,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-15,"2006",2,15,NA,2006,5,8,"2430-14099","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14110","X-","HY",NA,"17-Feb-06",51,15.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-17,"2006",2,17,NA,2006,5,8,"2430-14110","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14251","X-","AHY","M","13-Jan-07",50,16.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-13,"2007",1,13,NA,2007,5,9,"2430-14251","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14254","X-","AHY",NA,"14-Jan-07",50,15.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-14,"2007",1,14,NA,2007,5,9,"2430-14254","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14255","X-","HY",NA,"14-Jan-07",54,16.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-14,"2007",1,14,NA,2007,5,9,"2430-14255","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14258","X-","AHY",NA,"14-Jan-07",51.5,15,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-14,"2007",1,14,NA,2007,5,9,"2430-14258","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14259","X-","AHY",NA,"14-Jan-07",52.5,15.5,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-14,"2007",1,14,NA,2007,5,9,"2430-14259","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14261","X-","AHY",NA,"14-Jan-07",49,14.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-14,"2007",1,14,NA,2007,5,9,"2430-14261","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14263","X-","AHY",NA,"14-Jan-07",55,15.9,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-14,"2007",1,14,NA,2007,5,9,"2430-14263","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14270","X-","AHY",NA,"15-Jan-07",51.5,14.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-15,"2007",1,15,NA,2007,5,9,"2430-14270","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14335","X-","AHY",NA,"18-Feb-07",51.5,15.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,2007-02-18,"2007",2,18,NA,2007,5,9,"2430-14335","res",0,"NP","Bananaquit","R","EF","N"
"BANA","Morelia","2250","78444","X-","HY",NA,"19-Nov-04",53,15.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-19,"2004",11,19,NA,2004,10,11,"2250-78444","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33675","X-","AHY",NA,"12-Nov-04",51,14.8,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-12,"2004",11,12,NA,2004,2,3,"2280-33675","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33676","X-","HY",NA,"12-Nov-04",50,16,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-12,"2004",11,12,NA,2004,2,3,"2280-33676","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33679","X-","HY",NA,"12-Nov-04",50.5,15.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-12,"2004",11,12,NA,2004,2,3,"2280-33679","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78471","X-","HY",NA,"4-Jan-05",54,16.2,7.8,"P",NA,NA,NA,NA,NA,NA,"bf","bf","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-04,"2005",1,4,NA,2005,2,4,"2250-78471","res",1,"P","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78474","X-","AHY",NA,"4-Jan-05",48,14.3,5.7,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-04,"2005",1,4,NA,2005,2,4,"2250-78474","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78476","X-","AHY",NA,"4-Jan-05",50,15.3,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-04,"2005",1,4,NA,2005,2,4,"2250-78476","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78483","X-","AHY",NA,"5-Jan-05",51.5,15.3,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-05,"2005",1,5,NA,2005,2,4,"2250-78483","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78486","X-","AHY",NA,"5-Jan-05",52.5,15.6,7.7,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-05,"2005",1,5,NA,2005,2,4,"2250-78486","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78491","X-","AHY",NA,"5-Jan-05",57,17.4,8.1,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-05,"2005",1,5,NA,2005,2,4,"2250-78491","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78496","X-","AHY",NA,"6-Jan-05",49,14.6,6,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-06,"2005",1,6,NA,2005,2,4,"2250-78496","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78497","X-","AHY",NA,"6-Jan-05",57,15.5,7.9,"P",NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-06,"2005",1,6,NA,2005,2,4,"2250-78497","res",1,"P","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78499","X-","AHY",NA,"6-Jan-05",50,15.5,7.5,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-06,"2005",1,6,NA,2005,2,4,"2250-78499","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78500","X-","AHY",NA,"6-Jan-05",48,14.7,7.6,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-06,"2005",1,6,NA,2005,2,4,"2250-78500","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99673","X-","HY",NA,"6-Jan-05",51,14.9,6.9,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-06,"2005",1,6,NA,2005,2,4,"2200-99673","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99675","X-","AHY",NA,"7-Jan-05",55,16.3,7.7,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"2200-99675","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99676","X-","AHY",NA,"7-Jan-05",54.5,15,7.1,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"2200-99676","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99678","X-","AHY",NA,"7-Jan-05",53,15.1,7.2,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"2200-99678","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99681","X-","AHY",NA,"7-Jan-05",50.5,15.3,6.4,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"2200-99681","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99683","X-","AHY",NA,"7-Jan-05",52,14.7,7.3,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"2200-99683","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3802","X-","AHY",NA,"3-Feb-05",51.5,15.6,7.5,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-03,"2005",2,3,NA,2005,2,4,"2370-3802","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2220","95998","X-","AHY",NA,"3-Feb-05",57.5,16.1,7.7,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-03,"2005",2,3,NA,2005,2,4,"2220-95998","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3812","X-","AHY",NA,"5-Feb-05",52.5,15.8,7.1,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-05,"2005",2,5,NA,2005,2,4,"2370-3812","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3814","X-","AHY",NA,"5-Feb-05",49.5,15.4,7.3,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-05,"2005",2,5,NA,2005,2,4,"2370-3814","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3816","X-","AHY",NA,"6-Feb-05",53,15.4,7.9,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-06,"2005",2,6,NA,2005,2,4,"2370-3816","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3819","X-","HY",NA,"7-Feb-05",54,16.2,7.7,"P",NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3819","res",1,"P","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3821","X-","AHY",NA,"7-Feb-05",51.5,15.5,8.1,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3821","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3827","X-","AHY",NA,"7-Feb-05",53,15.3,7.5,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3827","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3828","X-","AHY",NA,"7-Feb-05",49.5,15.1,7.4,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3828","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3829","X-","AHY",NA,"7-Feb-05",55.5,16.1,8.5,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3829","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3833","X-","HY",NA,"7-Feb-05",50.5,15.9,6.6,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3833","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"418","X-","HY",NA,"10-Nov-05",53,16.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"NA-418","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"419","X-","AHY",NA,"10-Nov-05",54,15.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"NA-419","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"420","X-","HY",NA,"10-Nov-05",50.5,15.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"NA-420","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"424","X-","HY",NA,"11-Nov-05",50.5,16,7.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"NA-424","res",1,"P","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"429","X-","HY",NA,"12-Nov-05",51.5,15.3,7.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-12,"2005",11,12,NA,2005,2,4,"NA-429","res",2,"P","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"434","X-","HY",NA,"13-Nov-05",52,15.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-13,"2005",11,13,NA,2005,2,4,"NA-434","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"435","X-","HY",NA,"13-Nov-05",51,15.8,NA,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-13,"2005",11,13,NA,2005,2,4,"NA-435","res",1,"P","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"440","X-","AHY",NA,"14-Nov-05",56,15.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-14,"2005",11,14,NA,2005,2,4,"NA-440","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"487","X-","HY",NA,"11-Dec-05",53.5,15.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-11,"2005",12,11,NA,2005,2,4,"NA-487","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"492","X-","HY",NA,"11-Dec-05",55.5,16.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-11,"2005",12,11,NA,2005,2,4,"NA-492","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"493","X-","AHY",NA,"11-Dec-05",55.5,14.7,6.3,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-11,"2005",12,11,NA,2005,2,4,"NA-493","res",1,"P","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"495","X-","AHY",NA,"12-Dec-05",56.5,15.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-12,"2005",12,12,NA,2005,2,4,"NA-495","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"496","X-","AHY",NA,"12-Dec-05",51,14.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-12,"2005",12,12,NA,2005,2,4,"NA-496","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"498","X-","HY",NA,"13-Dec-05",52,15.1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-13,"2005",12,13,NA,2005,2,4,"NA-498","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78606","X-","HY",NA,"11-Nov-03",56,16.7,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2250-78606","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78619","X-","HY",NA,"12-Nov-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2250-78619","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78622","X-","AHY",NA,"12-Nov-03",52,15.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2250-78622","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78623","X-","HY",NA,"12-Nov-03",52,15.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,5,5,"2250-78623","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78689","X-","HY",NA,"6-Jan-04",52.5,15.5,7.6,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-06,"2004",1,6,NA,2004,5,6,"2250-78689","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78691","X-","HY",NA,"6-Jan-04",53.5,15.8,7.4,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-06,"2004",1,6,NA,2004,5,6,"2250-78691","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33202","X-","HY",NA,"7-Jan-04",51.5,15.8,7.4,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-07,"2004",1,7,NA,2004,5,6,"2280-33202","res",0,"NP","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33253","X-","HY",NA,"21-Feb-04",52.5,15.3,8.3,"P","bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-21,"2004",2,21,NA,2004,5,6,"2280-33253","res",1,"P","Bananaquit","R","EF","N"
