"site","band.pre","band.suf","colors","species","age","sex","date","wing","tarsus","mass","wanderer","recap.2003.nov","resight.2003.nov","recap.2004.jan","resight.2004.jan","recap.2004.feb","resight.2004.feb","recap.2004.nov","resight.2004.nov","recap.2005.jan","resight.2005.jan","recap.2005.feb","resight.2005.feb","recap.2005.nov","resight.2005.nov","recap.2006.jan","resight.2006.jan","recap.2006.feb","resight.2006.feb","recap.2006.nov","resight.2006.nov","recap.2007.jan","resight.2007.jan","recap.2007.feb","resight.2007.feb","recap.2007.nov","resight.2007.nov","recap.2008.jan","resight.2008.jan","date2","year","month","day","notes","year.num","site.age.init","site.age","band","status"
"El Corral","1771","12069","WR-RX","OVEN","HY",NA,"27-Dec-05",71,22.6,17.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-27,"2005",12,27,NA,2005,20,22,"1771-12069","mig"
"El Corral","1771","12070","YX-RB","OVEN","HY",NA,"27-Dec-05",74.5,22.3,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2005-12-27,"2005",12,27,NA,2005,20,22,"1771-12070","mig"
"El Corral","1771","12077","YW-XB","OVEN","HY",NA,"23-Jan-06",75.5,22.4,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-23,"2006",1,23,NA,2006,20,23,"1771-12077","mig"
"El Corral","1771","12078","RX-YR","OVEN","HY",NA,"24-Jan-06",70,22.8,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-24,"2006",1,24,NA,2006,20,23,"1771-12078","mig"
"El Corral","1771","12079","WY-XB","OVEN","AHY",NA,"26-Jan-06",77,22,19.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-26,"2006",1,26,NA,2006,20,23,"1771-12079","mig"
"El Corral","1771","12085","BX-BY","OVEN","AHY",NA,"24-Feb-06",71.5,21,16.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-24,"2006",2,24,NA,2006,20,23,"1771-12085","mig"
"El Corral","1771","12320","BY-RX","OVEN","HY",NA,"2-Dec-06",74.5,21.6,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X","X",NA,NA,NA,NA,2006-12-02,"2006",12,2,NA,2006,20,23,"1771-12320","mig"
"El Corral","1771","12321","BW-BX","OVEN","AHY",NA,"3-Dec-06",76.5,22.7,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,"X",NA,2006-12-03,"2006",12,3,NA,2006,20,23,"1771-12321","mig"
"El Corral","1771","12322","RY-WX","OVEN","AHY",NA,"3-Dec-06",70,22.1,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2006-12-03,"2006",12,3,NA,2006,20,23,"1771-12322","mig"
"El Corral","1771","12323","WY-RX","OVEN","HY",NA,"4-Dec-06",75,21.2,19.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-04,"2006",12,4,NA,2006,20,23,"1771-12323","mig"
"El Corral","1771","12324","YX-RR","OVEN","AHY",NA,"4-Dec-06",73.5,22.4,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,2006-12-04,"2006",12,4,NA,2006,20,23,"1771-12324","mig"
"El Corral","1771","12325","BW-YX","OVEN","HY",NA,"5-Dec-06",72,21.5,18.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-05,"2006",12,5,NA,2006,20,23,"1771-12325","mig"
"El Corral","1771","12326","BY-YX","OVEN","AHY",NA,"5-Dec-06",76.5,20.3,18.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-05,"2006",12,5,NA,2006,20,23,"1771-12326","mig"
"El Corral","1771","12327","GX-RR","OVEN","AHY",NA,"5-Dec-06",73,21.6,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,2006-12-05,"2006",12,5,NA,2006,20,23,"1771-12327","mig"
"El Corral","1771","12328","BY-WX","OVEN","AHY",NA,"6-Dec-06",75.5,21.8,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,NA,NA,NA,NA,2006-12-06,"2006",12,6,NA,2006,20,23,"1771-12328","mig"
"El Corral","1771","12349","RW-WX","OVEN","AHY",NA,"21-Jan-07",70,21.8,17.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-21,"2007",1,21,NA,2007,20,24,"1771-12349","mig"
"El Corral","1771","12350","WB-BX","OVEN","HY",NA,"21-Jan-07",70.5,22.3,18.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-21,"2007",1,21,NA,2007,20,24,"1771-12350","mig"
"El Corral","1771","12351","WR-BX","OVEN","AHY",NA,"21-Jan-07",75.5,22.4,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-21,"2007",1,21,NA,2007,20,24,"1771-12351","mig"
"El Corral","1771","12352","YR-WX","OVEN","AHY",NA,"22-Jan-07",73.5,21.5,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,"X",NA,NA,NA,NA,2007-01-22,"2007",1,22,NA,2007,20,24,"1771-12352","mig"
"El Corral","1771","12353","RB-WX","OVEN","HY",NA,"22-Jan-07",72.5,21.9,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,"X",NA,"X",NA,2007-01-22,"2007",1,22,NA,2007,20,24,"1771-12353","mig"
"El Corral","1771","12354","RB-BX","OVEN","HY",NA,"23-Jan-07",67.5,22,18.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-23,"2007",1,23,NA,2007,20,24,"1771-12354","mig"
"El Corral","1771","12355","YW-BX","OVEN","AHY",NA,"24-Jan-07",73.5,22.5,18,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-24,"2007",1,24,NA,2007,20,24,"1771-12355","mig"
"El Corral","1771","12356","WW-BX","OVEN","AHY",NA,"24-Jan-07",72.5,21.7,22.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-24,"2007",1,24,NA,2007,20,24,"1771-12356","mig"
"El Corral","1771","12357","WW-WX","OVEN","HY",NA,"24-Jan-07",72.5,21.4,17.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-24,"2007",1,24,NA,2007,20,24,"1771-12357","mig"
"El Corral","1771","12374","GX-YY","OVEN","AHY",NA,"1-Mar-07",75,21.2,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,"X",NA,2007-03-01,"2007",3,1,NA,2007,20,24,"1771-12374","mig"
"El Corral","1771","12375","WW-XG","OVEN","HY",NA,"2-Mar-07",69,22.5,19.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-02,"2007",3,2,NA,2007,20,24,"1771-12375","mig"
"El Corral","2280","33282","BR-YX","PAWA","AHY",NA,"23-Feb-04",60,18.5,9.3,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-23,"2004",2,23,NA,2004,20,21,"2280-33282","mig"
"El Corral","2430","14290","RB-XR","PAWA","HY",NA,"21-Jan-07",60,18.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-21,"2007",1,21,NA,2007,20,24,"2430-14290","mig"
"El Corral","2430","14372","XW-BW","PAWA","AHY",NA,"2-Mar-07",62,18.4,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-02,"2007",3,2,NA,2007,20,24,"2430-14372","mig"
"El Corral","2250","78631","BX-RR","PRAW","AHY","F","13-Nov-03",53,18,6.7,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-13,"2003",11,13,NA,2003,20,20,"2250-78631","mig"
"El Corral","1202","29622","X-","RLTH","AHY",NA,"24-Nov-04",114.5,30.9,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-24,"2004",11,24,NA,2004,20,21,"1202-29622","res"
"El Corral","1202","29623","X-","RLTH","AHY",NA,"24-Nov-04",115.5,37.9,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-24,"2004",11,24,NA,2004,20,21,"1202-29623","res"
"El Corral","1202","29624","X-","RLTH","AHY",NA,"24-Nov-04",124,38,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-24,"2004",11,24,NA,2004,20,21,"1202-29624","res"
"El Corral","1202","29660","X-","RLTH","AHY",NA,"17-Jan-05",123.5,38.9,70.6,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-17,"2005",1,17,NA,2005,20,22,"1202-29660","res"
"El Corral","1202","29661","X-","RLTH","AHY",NA,"19-Jan-05",122,37.6,64,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-19,"2005",1,19,NA,2005,20,22,"1202-29661","res"
"El Corral","1202","29662","X-","RLTH","AHY",NA,"21-Jan-05",119,40.3,70.4,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2005-01-21,"2005",1,21,NA,2005,20,22,"1202-29662","res"
"El Corral","1202","29688","X-","RLTH","HY",NA,"18-Feb-05",120,34.3,64,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-18,"2005",2,18,NA,2005,20,22,"1202-29688","res"
"El Corral","1202","29689","X-","RLTH","HY",NA,"19-Feb-05",121.5,39.7,66.2,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-19,"2005",2,19,NA,2005,20,22,"1202-29689","res"
"El Corral","1202","29691","X-","RLTH","HY",NA,"19-Feb-05",122,39.1,67.4,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-19,"2005",2,19,NA,2005,20,22,"1202-29691","res"
"El Corral","1202","29696","X-","RLTH","HY",NA,"23-Nov-05",117,38.2,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-23,"2005",11,23,NA,2005,20,22,"1202-29696","res"
"El Corral","1202","29705","X-","RLTH","HY",NA,"22-Jan-06",118,40.3,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-22,"2006",1,22,NA,2006,20,23,"1202-29705","res"
"El Corral","1202","29719","X-","RLTH","HY",NA,"4-Dec-06",118,39.9,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-04,"2006",12,4,NA,2006,20,23,"1202-29719","res"
"El Corral","1202","29729","X-","RLTH","AHY",NA,"24-Jan-07",131.5,39.5,65.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-24,"2007",1,24,NA,2007,20,24,"1202-29729","res"
"El Corral","1202","29736","X-","RLTH","HY",NA,"26-Feb-07",124,39.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-26,"2007",2,26,NA,2007,20,24,"1202-29736","res"
"El Corral","1202","29737","X-","RLTH","HY",NA,"1-Mar-07",119.5,37.8,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"1202-29737","res"
"El Corral","6A","13","X-","SSHA","AHY",NA,"20-Jan-05",175,50.7,128.4,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-20,"2005",1,20,NA,2005,20,22,"6A-13",NA
"El Corral","6A","21","X-","SSHA","HY","F","3-Dec-06",186,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-03,"2006",12,3,NA,2006,20,23,"6A-21",NA
"El Corral","1791","50693","BR-XY","STOF",NA,NA,"25-Feb-04",83.5,22,20.1,"P","n/a","n/a","n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-25,"2004",2,25,NA,2004,20,21,"1791-50693","res"
"El Corral","1791","50696","BY-XR","STOF",NA,NA,"26-Feb-04",84,19.8,20.3,"P","n/a","n/a","n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-26,"2004",2,26,NA,2004,20,21,"1791-50696","res"
"El Corral","1791","50771","XR-WB","STOF",NA,NA,"17-Jan-05",81.5,21.3,19.4,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-17,"2005",1,17,NA,2005,20,22,"1791-50771","res"
"El Corral","1791","50772","XR-WY","STOF",NA,NA,"17-Jan-05",82.5,21.3,19.4,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-17,"2005",1,17,NA,2005,20,22,"1791-50772","res"
"El Corral","1791","50773","XY-BY","STOF",NA,NA,"17-Jan-05",75,19.6,17.6,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-17,"2005",1,17,NA,2005,20,22,"1791-50773","res"
"El Corral","1791","50776","XR-WR","STOF",NA,NA,"21-Jan-05",85.5,20.4,18.5,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-21,"2005",1,21,NA,2005,20,22,"1791-50776","res"
"El Corral","1791","50799","XR-YY","STOF",NA,NA,"17-Feb-05",82.5,20.5,20.3,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-17,"2005",2,17,NA,2005,20,22,"1791-50799","res"
"El Corral","1791","50802","XB-BY","STOF",NA,NA,"18-Feb-05",81.5,21.3,20.4,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-18,"2005",2,18,NA,2005,20,22,"1791-50802","res"
"El Corral","1791","50803","XY-WB","STOF",NA,NA,"19-Feb-05",81.5,21.3,19.5,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-19,"2005",2,19,NA,2005,20,22,"1791-50803","res"
"El Corral","1791","50836","RW-XR","STOF",NA,NA,"26-Dec-05",80,21.1,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-26,"2005",12,26,NA,2005,20,22,"1791-50836","res"
"El Corral","1791","50845","BX-YY","STOF",NA,NA,"22-Jan-06",79.5,20.6,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-22,"2006",1,22,NA,2006,20,23,"1791-50845","res"
"El Corral","1791","50877","BX-WY","STOF",NA,NA,"23-Feb-06",77,19.8,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-23,"2006",2,23,NA,2006,20,23,"1791-50877","res"
"El Corral","1791","50879","BW-BX","STOF",NA,NA,"24-Feb-06",78,19.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-24,"2006",2,24,NA,2006,20,23,"1791-50879","res"
"El Corral","1761","5604","XR-RY","STOF","HY",NA,"27-Feb-07",82,20.5,18.9,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,"x",2007-02-27,"2007",2,27,NA,2007,20,24,"1761-5604","res"
"El Corral","1761","5605","XY-WR","STOF","HY",NA,"28-Feb-07",76.5,20.4,16.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,"X",NA,NA,NA,NA,2007-02-28,"2007",2,28,NA,2007,20,24,"1761-5605","res"
"El Corral","1761","5607","YW-XW","STOF","HY",NA,"1-Mar-07",80,20.7,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"1761-5607","res"
"El Corral","2250","78625","X-","YFGR","AHY","M","12-Nov-03",50,15.9,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,20,20,"2250-78625","res"
"El Corral","2250","78627","X-","YFGR","HY","F","12-Nov-03",47.5,15.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,20,20,"2250-78627","res"
"El Corral","2250","78628","X-","YFGR","AHY","M","12-Nov-03",49.5,16.3,9.6,"P",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,20,20,"2250-78628","res"
"El Corral","2250","78629","X-","YFGR","HY","F","12-Nov-03",48,15.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,20,20,"2250-78629","res"
"El Corral","2250","78630","X-","YFGR","HY","M","13-Nov-03",49,16.3,8.2,"P",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-13,"2003",11,13,NA,2003,20,20,"2250-78630","res"
"El Corral","2250","78633","X-","YFGR","AHY","M","13-Nov-03",53,16.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-13,"2003",11,13,NA,2003,20,20,"2250-78633","res"
"El Corral","2280","33226","X-","YFGR","HY","M","11-Jan-04",49.5,16.1,8.9,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-11,"2004",1,11,NA,2004,20,21,"2280-33226","res"
"El Corral","2250","78451","X-","YFGR","HY","M","21-Nov-04",51,15.7,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-21,"2004",11,21,NA,2004,20,21,"2250-78451","res"
"El Corral","2250","78452","X-","YFGR","HY","M","21-Nov-04",52,16,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-21,"2004",11,21,NA,2004,20,21,"2250-78452","res"
"El Corral","2250","78454","X-","YFGR","HY","M","23-Nov-04",49,15.4,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78454","res"
"El Corral","2250","78455","X-","YFGR","AHY","M","23-Nov-04",50,16,9,"P",NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78455","res"
"El Corral","2250","78456","X-","YFGR","HY","F","23-Nov-04",47,15.5,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78456","res"
"El Corral","2250","78460","X-","YFGR","AHY","F","23-Nov-04",47.5,16.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78460","res"
"El Corral","2250","78464","X-","YFGR","AHY","F","23-Nov-04",48,15.2,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78464","res"
"El Corral","2250","78465","X-","YFGR","AHY","M","23-Nov-04",50.5,15.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78465","res"
"El Corral","2250","78467","X-","YFGR","AHY","M","23-Nov-04",52,16.8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78467","res"
