"site","band.pre","band.suf","colors","species","age","sex","date","wing","tarsus","mass","wanderer","recap.2003.nov","resight.2003.nov","recap.2004.jan","resight.2004.jan","recap.2004.feb","resight.2004.feb","recap.2004.nov","resight.2004.nov","recap.2005.jan","resight.2005.jan","recap.2005.feb","resight.2005.feb","recap.2005.nov","resight.2005.nov","recap.2006.jan","resight.2006.jan","recap.2006.feb","resight.2006.feb","recap.2006.nov","resight.2006.nov","recap.2007.jan","resight.2007.jan","recap.2007.feb","resight.2007.feb","recap.2007.nov","resight.2007.nov","recap.2008.jan","resight.2008.jan","date2","year","month","day","notes","year.num","site.age.init","site.age","band","status"
"La Cueva","4A","284","XR-WB","BCPT","HY",NA,"6-Jan-05",79,22.9,24.9,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-06,"2005",1,6,NA,2005,2,4,"4A-284","res"
"La Cueva","4A","285","XR-WY","BCPT","AHY",NA,"7-Jan-05",85,22.9,26.9,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morelia",NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"4A-285","res"
"La Cueva","4A","286","XR-WR","BCPT","HY",NA,"7-Jan-05",81,22.9,25.9,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"4A-286","res"
"La Cueva","4A","287","XR-RW","BCPT","HY",NA,"7-Jan-05",85.5,24.1,29.1,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"4A-287","res"
"La Cueva","4A","301","RX-WB","BCPT","HY",NA,"3-Feb-05",82.5,23.1,26.3,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-03,"2005",2,3,NA,2005,2,4,"4A-301","res"
"La Cueva","4A","302","RR-XY","BCPT","AHY",NA,"4-Feb-05",88.5,22.2,28.2,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-04,"2005",2,4,NA,2005,2,4,"4A-302","res"
"La Cueva","4A","303","RR-XW","BCPT","AHY",NA,"5-Feb-05",92,23.7,26.5,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-05,"2005",2,5,NA,2005,2,4,"4A-303","res"
"La Cueva","4A","306","XY-WB","BCPT","HY",NA,"7-Feb-05",85.5,22.6,25.8,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"4A-306","res"
"La Cueva","4A","339","YW-XY","BCPT","HY",NA,"10-Nov-05",83.5,23.5,NA,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"4A-339","res"
"La Cueva","4A","340","XW-WB","BCPT","HY",NA,"11-Nov-05",82,25.4,26.5,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"4A-340","res"
"La Cueva","4A","341","YB-XY","BCPT","HY",NA,"11-Nov-05",80.5,24.4,25.5,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"4A-341","res"
"La Cueva","4A","342","WR-XY","BCPT","HY",NA,"13-Nov-05",80,23.5,26.2,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-13,"2005",11,13,NA,2005,2,4,"4A-342","res"
"La Cueva","4A","343","XY-WY","BCPT","HY",NA,"14-Nov-05",83,23.4,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-14,"2005",11,14,NA,2005,2,4,"4A-343","res"
"La Cueva","4A","362","WW-XB","BCPT","HY",NA,"11-Dec-05",83.5,23.8,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-11,"2005",12,11,NA,2005,2,4,"4A-362","res"
"La Cueva","4A","363","WW-RX","BCPT","AHY",NA,"12-Dec-05",88,23.1,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-12,"2005",12,12,NA,2005,2,4,"4A-363","res"
"La Cueva","4A","385","WW-BX","BCPT","HY",NA,"20-Nov-06",83,24,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-20,"2006",11,20,NA,2006,2,5,"4A-385","res"
"La Cueva","4A","386","YB-XB","BCPT","HY",NA,"21-Nov-06",80,23.3,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"4A-386","res"
"La Cueva","4A","387","XW-WW","BCPT","HY",NA,"21-Nov-06",82,23.2,27.4,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X","X",NA,"X",NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"4A-387","res"
"La Cueva","4A","388","WX-YW","BCPT","HY",NA,"21-Nov-06",86,23.7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"4A-388","res"
"La Cueva","4A","389","WX-WB","BCPT","AHY",NA,"21-Nov-06",91.5,24.6,29,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"4A-389","res"
"La Cueva","4A","390","YX-WB","BCPT","HY",NA,"21-Nov-06",84,22.1,28.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,"X","X",NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"4A-390","res"
"La Cueva","4A","391","WX-WY","BCPT","HY",NA,"21-Nov-06",82,23.3,27.4,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",2006-11-21,"2006",11,21,NA,2006,2,5,"4A-391","res"
"La Cueva","4A","392","YX-WY","BCPT","AHY",NA,"21-Nov-06",89,23.1,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"4A-392","res"
"La Cueva","4A","393","BX-WB","BCPT","HY",NA,"21-Nov-06",82,22.5,25.5,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",2006-11-21,"2006",11,21,NA,2006,2,5,"4A-393","res"
"La Cueva","4A","394","WX-WW","BCPT",NA,NA,"22-Nov-06",82,23.1,25.9,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,2006-11-22,"2006",11,22,NA,2006,2,5,"4A-394","res"
"La Cueva","4A","395","PG-XW","BCPT","HY",NA,"23-Nov-06",79,22.2,30.5,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,2006-11-23,"2006",11,23,NA,2006,2,5,"4A-395","res"
"La Cueva","4A","403","BW-XP","BCPT","HY",NA,"10-Jan-07",83,23.4,27.4,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,"X",NA,NA,"X",NA,NA,NA,2007-01-10,"2007",1,10,NA,2007,2,6,"4A-403","res"
"La Cueva","4A","404","GG-XW","BCPT","HY",NA,"11-Jan-07",82.5,23.9,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-11,"2007",1,11,NA,2007,2,6,"4A-404","res"
"La Cueva","4A","410","WB-XW","BCPT","AHY",NA,"15-Feb-07",92,24.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-15,"2007",2,15,NA,2007,2,6,"4A-410","res"
"La Cueva","4A","411","XB-YR","BCPT","AHY",NA,"16-Feb-07",90,23.3,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-16,"2007",2,16,NA,2007,2,6,"4A-411","res"
"La Cueva","4A","412","XB-RP","BCPT","HY",NA,"17-Feb-07",81.5,23.9,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-17,"2007",2,17,NA,2007,2,6,"4A-412","res"
"La Cueva","2250","78501","X-","BFGR","AHY","M","8-Nov-03",53.5,16.2,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-08,"2003",11,8,NA,2003,2,2,"2250-78501","res"
"La Cueva","2240","21507","X-","BFGR",NA,"F","10-Nov-03",50.5,16.5,10.4,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,2,2,"2240-21507","res"
"La Cueva","2240","21510","X-","BFGR","HY","M","10-Nov-03",49.5,16.5,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,2,2,"2240-21510","res"
"La Cueva","2240","21511","X-","BFGR","HY","M","10-Nov-03",49.5,16.5,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,2,2,"2240-21511","res"
"La Cueva","2240","21543","X-","BFGR","AHY","F","4-Jan-04",50.5,16.5,9.2,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-04,"2004",1,4,NA,2004,2,3,"2240-21543","res"
"La Cueva","2240","21576","X-","BFGR","AHY","F","10-Nov-04",53.5,15.9,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-10,"2004",11,10,NA,2004,2,3,"2240-21576","res"
"La Cueva","2240","21588","X-","BFGR","HY","F","12-Nov-04",49.5,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-12,"2004",11,12,NA,2004,2,3,"2240-21588","res"
"La Cueva","2240","21846","X-","BFGR","AHY","F","4-Feb-05",48,16,10.1,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-04,"2005",2,4,NA,2005,2,4,"2240-21846","res"
"La Cueva","2240","21848","X-","BFGR","HY","F","5-Feb-05",53,16.9,9.7,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-05,"2005",2,5,NA,2005,2,4,"2240-21848","res"
"La Cueva","2240","21872","X-","BFGR","AHY","F","10-Nov-05",50.5,15.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-10,"2005",11,10,NA,2005,2,4,"2240-21872","res"
"La Cueva","2240","21875","X-","BFGR","AHY","M","11-Nov-05",50.5,16.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"2240-21875","res"
"La Cueva","2240","21877","X-","BFGR","HY","F","11-Nov-05",51,15.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"2240-21877","res"
"La Cueva","2240","21878","X-","BFGR","HY","F","11-Nov-05",51,16.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"2240-21878","res"
"La Cueva","2240","21881","X-","BFGR","HY","F","12-Nov-05",53,16.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-12,"2005",11,12,NA,2005,2,4,"2240-21881","res"
"La Cueva","2240","21882","X-","BFGR","HY","F","12-Nov-05",51.5,16.2,10.9,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-12,"2005",11,12,NA,2005,2,4,"2240-21882","res"
"La Cueva","2240","21884","X-","BFGR","HY","F","13-Nov-05",50.5,17.2,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-13,"2005",11,13,NA,2005,2,4,"2240-21884","res"
"La Cueva","2240","21899","X-","BFGR","AHY","F","14-Dec-05",53,15.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-14,"2005",12,14,NA,2005,2,4,"2240-21899","res"
"La Cueva","2240","21907","X-","BFGR","AHY","F","12-Jan-06",54,16.8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-12,"2006",1,12,NA,2006,2,5,"2240-21907","res"
"La Cueva","2240","21912","X-","BFGR","HY","M","12-Feb-06",55.5,15.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-12,"2006",2,12,NA,2006,2,5,"2240-21912","res"
"La Cueva","2240","21913","X-","BFGR","HY","F","13-Feb-06",51,16,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-13,"2006",2,13,NA,2006,2,5,"2240-21913","res"
"La Cueva","2240","21927","X-","BFGR","AHY","F","22-Nov-06",51,15.6,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-22,"2006",11,22,NA,2006,2,5,"2240-21927","res"
"La Cueva","2240","21928","X-","BFGR","HY","F","23-Nov-06",50,16.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-23,"2006",11,23,NA,2006,2,5,"2240-21928","res"
"La Cueva","2240","21962","X-","BFGR","HY","M","18-Feb-07",54.5,16.2,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-18,"2007",2,18,NA,2007,2,6,"2240-21962","res"
"La Cueva","2240","21963","X-","BFGR","AHY","F","18-Feb-07",52.5,16.3,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-18,"2007",2,18,NA,2007,2,6,"2240-21963","res"
"La Cueva","2250","78533","BW-XY","BTBW","AHY","F","9-Nov-03",60,18.1,8.3,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-09,"2003",11,9,NA,2003,2,2,"2250-78533","mig"
"La Cueva","2280","33238","YX-RB","BTBW","AHY","M","18-Feb-04",62.5,19,9.1,"W","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-18,"2004",2,18,NA,2004,2,3,"2280-33238","mig"
"La Cueva","2280","33296","RR-RX","BTBW","AHY","M","8-Nov-04",63,18.6,9.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-08,"2004",11,8,NA,2004,2,3,"2280-33296","mig"
"La Cueva","2280","33604","RB-YX","BTBW","HY","F","8-Nov-04",60.5,18.3,8.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-08,"2004",11,8,NA,2004,2,3,"2280-33604","mig"
"La Cueva","2280","33610","YY-XY","BTBW","HY","F","9-Nov-04",59,19.1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-09,"2004",11,9,NA,2004,2,3,"2280-33610","mig"
"La Cueva","2280","33619","RR-WX","BTBW","AHY","M","9-Nov-04",65,19.5,10,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-09,"2004",11,9,NA,2004,2,3,"2280-33619","mig"
"La Cueva","2280","33631","YX-YY","BTBW","HY","F","10-Nov-04",60.5,17.5,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,2004-11-10,"2004",11,10,NA,2004,2,3,"2280-33631","mig"
"La Cueva","2280","33632","RX-RB","BTBW","HY","F","10-Nov-04",61,18.4,9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-10,"2004",11,10,NA,2004,2,3,"2280-33632","mig"
"La Cueva","2280","33633","RR-YX","BTBW","AHY","M","10-Nov-04",64,19.2,9.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-10,"2004",11,10,NA,2004,2,3,"2280-33633","mig"
"La Cueva","2280","33646","XY-WY","BTBW","AHY","M","10-Nov-04",68.5,18.4,9.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-10,"2004",11,10,NA,2004,2,3,"2280-33646","mig"
"La Cueva","2280","33652","WB-BX","BTBW","AHY","M","10-Nov-04",65,18,9.2,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-10,"2004",11,10,NA,2004,2,3,"2280-33652","mig"
"La Cueva","2280","33666","BX-BY","BTBW","HY","F","11-Nov-04",60.5,18.8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-11,"2004",11,11,NA,2004,2,3,"2280-33666","mig"
"La Cueva","2280","33669","RW-BX","BTBW","HY","F","11-Nov-04",61,19.4,8.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-11,"2004",11,11,NA,2004,2,3,"2280-33669","mig"
"La Cueva","2250","78484","XR-WR","BTBW","HY","F","5-Jan-05",60,18.6,8,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-05,"2005",1,5,NA,2005,2,4,"2250-78484","mig"
"La Cueva","2250","78485","XR-YW","BTBW","HY","F","5-Jan-05",58.5,18.8,8.2,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,2005-01-05,"2005",1,5,NA,2005,2,4,"2250-78485","mig"
"La Cueva","2250","78490","XR-YR","BTBW","AHY","F","5-Jan-05",60.5,18.8,8.9,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-05,"2005",1,5,NA,2005,2,4,"2250-78490","mig"
"La Cueva","2200","99677","XR-RW","BTBW","AHY","M","7-Jan-05",64,19.2,9.3,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-07,"2005",1,7,NA,2005,2,4,"2200-99677","mig"
"La Cueva","2370","3811","BY-XR","BTBW","HY","M","5-Feb-05",64.5,18.8,8.8,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-05,"2005",2,5,NA,2005,2,4,"2370-3811","mig"
"La Cueva","2370","3820","XW-WB","BTBW","AHY","F","7-Feb-05",61.5,17.8,8.2,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3820","mig"
"La Cueva","2370","3822","YY-YX","BTBW","AHY","M","7-Feb-05",64.5,18.1,9.3,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3822","mig"
"La Cueva","2370","3825","YY-WX","BTBW","HY","F","7-Feb-05",59,18.2,7.6,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-07,"2005",2,7,NA,2005,2,4,"2370-3825","mig"
"La Cueva",NA,"422","WW-XW","BTBW","HY","M","11-Nov-05",62,18.8,8.6,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-11,"2005",11,11,NA,2005,2,4,"NA-422","mig"
"La Cueva",NA,"433","RR-XY","BTBW","HY","F","12-Nov-05",61,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-12,"2005",11,12,NA,2005,2,4,"NA-433","mig"
"La Cueva",NA,"441","RB-XR","BTBW","AHY","M","14-Nov-05",61,17.7,9.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-14,"2005",11,14,NA,2005,2,4,"NA-441","mig"
"La Cueva","2430","14009","XB-RB","BTBW","HY","M","14-Dec-05",63,18.6,8.7,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-14,"2005",12,14,NA,2005,2,4,"2430-14009","mig"
