"spp.code","bnd","col","ag","sx","site","date.cap.orig","N.96","J.97","M.97","N.97","J.98","M.98","J.99","J.00","J.01","J.02","J.03","nts","date.cap.raw","stat.focals","spp","stat","hab1","diet","sub.site","persist"
"GABU","1511_43419","XB-RY","HY",NA,"Aceitillar",1996-11-16,"C","","","","","","","","","","","","11_16_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02592","X-","AHY","F","Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43955","X-","AHY","M","Aceitillar",1997-11-10,"","","","C","","","","","","","","","11_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43848","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02566","X-","AHY","F","Aceitillar",1998-01-17,"","","","","C","","","","","","","","1_17_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02576","X-","AHY","F","Aceitillar",1998-01-17,"","","","","C","","","","","","","","1_17_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44030","X-","AHY","M","Aceitillar",1997-01-21,"","C","","","","","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44043","X-","AHY","M","Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1521_02556","X-","HY",NA,"Aceitillar",1998-01-16,"","","","","C","","","","","","","","1_16_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02557","X-","HY",NA,"Aceitillar",1998-01-16,"","","","","C","","","","","","","","1_16_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02561","X-","AHY","M","Aceitillar",1998-01-17,"","","","","C","","","","","","","","1_17_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43968","X-","AHY","M","Aceitillar",1997-11-12,"","","","C","","","","","","","","","11_12_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43960","X-","HY",NA,"Aceitillar",1997-11-11,"","","","C","","","","","","","","","11_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43965","X-","HY",NA,"Aceitillar",1997-11-11,"","","","C","","","","","","","","","11_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43420","X-R","AHY",NA,"Aceitillar",1996-11-19,"C","","","","","","","","","","","","11_19_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43408","X-R","AHY","F","Aceitillar",1996-11-14,"C","S","C","","","","","","","","","","11_14_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1511_43405","BB-XB","AHY","M","Aceitillar",1996-11-14,"C","CS","","","S","C","","","","","","","11_14_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_44009","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43837","X-","AHY","F","Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43838","X-","AHY","F","Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44012","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44047","X-","AHY","M","Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43431","X-","HY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44039","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43829","X-","HY",NA,"Aceitillar",1997-03-05,"","","CC","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","4_4924","X-","HY",NA,"Aceitillar",1997-11-09,"","","","CC","","","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_43941","X-","HY",NA,"Aceitillar",1997-11-09,"","","","C","","","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02591","X-","AHY","F","Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43845","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43847","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43846","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43441","X-","AHY","M","Aceitillar",1996-11-21,"C","","","","","C","","","","","","","11_21_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1521_02580","X-","HY",NA,"Aceitillar",1998-01-18,"","","","","C","","","","","","","","1_18_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02582","X-","HY",NA,"Aceitillar",1998-01-18,"","","","","C","","","","","","","","1_18_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44014","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43840","X-","AHY","M","Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44016","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43828","X-","HY",NA,"Aceitillar",1997-03-05,"","","C","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43836","X-","HY",NA,"Aceitillar",1997-03-05,"","","C","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43975","X-","AHY","F","Aceitillar",1997-11-12,"","","","C","","","","","","","","","11_12_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44045","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43417","YB-XB","HY",NA,"Aceitillar",1996-11-16,"CS","","","","","","","","","","","","11_16_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1511_43418","XB-RB","HY",NA,"Aceitillar",1996-11-16,"C","","","","","","","","","","","","11_16_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43410","X-R",NA,NA,"Aceitillar",1996-11-15,"C","","","","","","","","","","","","11_15_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43973","X-","HY",NA,"Aceitillar",1997-11-12,"","","","C","C","","","","","","","","11_12_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_44049","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44050","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44156","X-","HY","M","Aceitillar",1998-03-09,"","","","","","C","","","","","","","3_9_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43877","X-","AHY","F","Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44051","X-","AHY","M","Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1521_02558","X-","HY",NA,"Aceitillar",1998-01-16,"","","","","C","","","","","","","","1_16_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44216","X-","HY",NA,"Aceitillar",1999-01-19,"","","","","","","C","","","","","","1_19_1999","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43939","X-","HY",NA,"Aceitillar",1997-11-09,"","","","C","","","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43963","X-","HY",NA,"Aceitillar",1997-11-11,"","","","C","","","","","","","","","11_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_82633","X-","HY",NA,"Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43434","X-","AHY","M","Aceitillar",1996-11-20,"C","","","","C","","","C","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_43864","X-","AHY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","","3_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43865","X-","AHY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","","3_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43867","X-","AHY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","","3_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44296","X-","HY","M","Aceitillar",2000-01-27,"","","","","","","","C","","","","","1_27_2000","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44298","X-","HY",NA,"Aceitillar",2000-01-27,"","","","","","","","C","","","","","1_27_2000","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1521_02587","X-","HY","M","Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1521_02593","X-","HY",NA,"Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44028","X-","HY",NA,"Aceitillar",1997-01-21,"","C","","","","C","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_43938","X-","HY",NA,"Aceitillar",1997-11-09,"","","","C","","","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44033","X-","HY",NA,"Aceitillar",1997-01-21,"","C","","","","","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43842","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43412","Y-X","AHY","M","Aceitillar",1996-11-15,"C","C","","","S","C","","","","","","","11_15_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1521_02590","X-","AHY","F","Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_82646","X-","HY","M","Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02578","X-","AHY","F","Aceitillar",1998-01-18,"","","","","C","","","","","","","","1_18_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02581","X-","AHY","M","Aceitillar",1998-01-18,"","","","","C","","","","","","","","1_18_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43426","X-B/W","AHY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43831","X-","AHY","M","Aceitillar",1997-03-05,"","","C","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_82630","X-","HY","F","Aceitillar",2001-01-31,"","","","","","","","","C","","","","1_31_2001","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43833","X-","AHY","M","Aceitillar",1997-03-05,"","","C","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_82654","X-","HY","F","Aceitillar",2001-02-03,"","","","","","","","","C","","","","2_3_2001","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44041","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","981_31223","X-","HY","F","Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43409","X-B","AHY","M","Aceitillar",1996-11-15,"CC","C","","C","","","","","","","","","11_15_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_43964","X-","HY","F","Aceitillar",1997-11-11,"","","","C","","C","C","","","","","","11_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_43844","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43971","X-","AHY","M","Aceitillar",1997-11-12,"","","","C","","","","","","","","","11_12_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43414","X-G","AHY",NA,"Aceitillar",1996-11-15,"C","","","","","","","","","","","","11_15_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02563","X-","AHY","F","Aceitillar",1998-01-17,"","","","","C","","","","","","","","1_17_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43972","X-","HY",NA,"Aceitillar",1997-11-12,"","","","C","","","","","","","","","11_12_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1521_02574","X-","AHY","F","Aceitillar",1998-01-17,"","","","","C","","","","","","","","1_17_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44281","X-","HY","M","Aceitillar",2000-01-25,"","","","","","","","C","","","","","1_25_2000","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44015","X-","AHY","M","Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44025","X-","HY",NA,"Aceitillar",1997-01-21,"","C","","","","","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43852","X-","AHY","M","Aceitillar",1997-03-06,"","","C","","","C","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_44029","X-","HY",NA,"Aceitillar",1997-01-21,"","C","","","","","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43436","X-","AHY","F","Aceitillar",1996-11-20,"C","C","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1511_43425","B-X","AHY","M","Aceitillar",1996-11-20,"C","","","C","","","C","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_44044","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44210","X-","AHY","M","Aceitillar",1999-01-18,"","","","","","","C","","","","","","1_18_1999","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_82631","X-","AHY","F","Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44207","X-","HY",NA,"Aceitillar",1999-01-18,"","","","","","","C","","","","","","1_18_1999","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44208","X-","HY",NA,"Aceitillar",1999-01-18,"","","","","","","C","","","","","","1_18_1999","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44209","X-","HY",NA,"Aceitillar",1999-01-18,"","","","","","","C","","","","","","1_18_1999","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43404","RR-XR",NA,NA,"Aceitillar",1996-11-14,"CS","","","","","","","","","","","","11_14_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1521_02555","X-","AHY","F","Aceitillar",1998-01-16,"","","","","C","","","","","","","","1_16_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44272","X-","HY","F","Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43872","X-","AHY","M","Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44276","X-","HY","F","Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43875","X-","HY","F","Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43438","X-","HY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43415","PB-XB","AHY",NA,"Aceitillar",1996-11-16,"C","","","","","","","","","","","","11_16_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44277","X-","HY","M","Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43427","X-B","AHY","M","Aceitillar",1996-11-20,"C","C","","C","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_44260","X-","AHY","F","Aceitillar",1999-01-30,"","","","","","","C","","","","","","1_30_1999","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43421","X-Y","AHY","M","Aceitillar",1996-11-19,"C","","C","","","","","","","","","","11_19_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_43827","X-","AHY","M","Aceitillar",1997-03-05,"","","CC","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_44153","X-","AHY","M","Aceitillar",1998-03-09,"","","","","","C","","","","","","","3_9_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43832","X-","AHY","M","Aceitillar",1997-03-05,"","","C","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43437","X-","AHY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44275","X-","HY","F","Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43835","X-","AHY","M","Aceitillar",1997-03-05,"","","C","","","","","","C","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_44270","X-","HY","M","Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44271","X-","HY","M","Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02559","X-","HY",NA,"Aceitillar",1998-01-16,"","","","","C","","","","","","","","1_16_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02583","X-","AHY","F","Aceitillar",1998-01-21,"","","","","C","","","","","","","","1_21_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_82656","X-","AHY","F","Aceitillar",2001-02-04,"","","","","","","","","C","","","","2_4_2001","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_82657","X-","AHY","M","Aceitillar",2001-02-04,"","","","","","","","","C","","","","2_4_2001","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43411","X-W","AHY",NA,"Aceitillar",1996-11-15,"C","","","","","","","","","","","","11_15_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_82655","X-","HY","F","Aceitillar",2001-02-04,"","","","","","","","","C","","","","2_4_2001","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44048","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44103","X-","AHY","M","Aceitillar",1998-01-23,"","","","","C","C","C","","","","","","1_23_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_44052","X-","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43878","X-","AHY","F","Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44019","X-","AHY","M","Aceitillar",1997-01-20,"","C","","","C","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_43874","X-","HY","F","Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44002","X-",NA,NA,"Aceitillar",1997-01-19,"","C","","","","","","","","","","","1_19_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43826","X-","HY",NA,"Aceitillar",1997-03-05,"","","C","","","","","","","","","","3_5_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44005","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44006","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44007","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44008","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43951","X-","AHY","M","Aceitillar",1997-11-10,"","","","C","","","","","","","","","11_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43952","X-","AHY","M","Aceitillar",1997-11-10,"","","","C","","","","","","","","","11_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44245","X-","HY",NA,"Aceitillar",1999-01-28,"","","","","","","C","","","","","","1_28_1999","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44248","X-","HY",NA,"Aceitillar",1999-01-28,"","","","","","","C","","","","","","1_28_1999","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44249","X-","HY",NA,"Aceitillar",1999-01-28,"","","","","","","C","","","","","","1_28_1999","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","4_4836","x-","HY","F","Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43841","X-","AHY","M","Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44017","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44020","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43839","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_82650","X-","HY","M","Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_82637","X-","HY","M","Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44023","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44259","X-","AHY","M","Aceitillar",1999-01-30,"","","","","","","C","","","","","","1_30_1999","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44150","X-","AHY","M","Aceitillar",1998-03-09,"","","","","","C","","","","","","","3_9_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44203","X-","HY",NA,"Aceitillar",1999-01-17,"","","","","","","C","","","","","","1_17_1999","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44152","X-","HY","M","Aceitillar",1998-03-09,"","","","","","C","C","","","","","","3_9_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_44139","X-","AHY","M","Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43439","X-","AHY",NA,"Aceitillar",1996-11-20,"C","","","C","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1511_43424","X","HY",NA,"Aceitillar",1996-11-20,"C","C","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_44267","X-","HY","F","Aceitillar",2000-01-23,"","","","","","","","C","","","","","1_23_2000","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44294","X-","AHY","F","Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44289","X-","AHY","M","Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43967","X-","AHY","F","Aceitillar",1997-11-12,"","","","C","","","","","","","","","11_12_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
