# Mencia pasture succession bird captures 2007-2008 Dominican Republic,,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2007-08 All Captures.xls""   Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018   See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,,
# NOTE: original file contains occasinal spaces between chunks of records;  appears to be by species,,,,,,,,,,,,,
"# NOTE: file does not contain morphometric or condition data (pec, etc)",,,,,,,,,,,,,
"#Original comment: ""New birds and recaps captured in 2007-08  -- but all within session recaps omitted""  This information is likely in the ""All Mencia B.xls"" file that contains information on site persistance",,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC,NOTES
1202,29762,X-,RLTH,AHY,,La Cueva,5-Jan-08,,,,,,
1202,29763,X-,RLTH,HY,,La Cueva,7-Jan-08,,,,,,
1202,29764,X-,RLTH,HY,,La Cueva A,7-Jan-08,,,,,,
1202,29765,X-,RLTH,AHY,,La Cueva A,8-Jan-08,,,,,,
6A,24,X-,SSHA,AHY,M,La Cueva,6-Jan-08,,,,,,
1761,5614,X-,STOF,HY,,La Cueva A,10-Nov-07,,,,,,
1761,5614,X-,STOF,HY,,La Cueva A,9-Jan-08,,,,,,
1761,5634,X-,STOF,AHY,,La Cueva,6-Jan-08,,,,,,
8A,74,X-,WHQD,HY,,La Cueva,5-Jan-08,,,,,,
8A,75,X-,WHQD,AHY,,La Cueva,6-Jan-08,,,,,,
2430,14307,X-,YFGR,AHY,M,La Cueva,7-Nov-07,,,,,,
2430,14374,X-,YFGR,AHY,M,La Cueva,7-Nov-07,,,,,,
2430,14375,X-,YFGR,HY,M,La Cueva,7-Nov-07,,,,,,
2430,14377,X-,YFGR,AHY,M,La Cueva,7-Nov-07,,,,,,
2430,14378,X-,YFGR,HY,M,La Cueva,8-Nov-07,,,,,,
2430,14378,X-,YFGR,HY,M,La Cueva,5-Jan-08,,,,,,
2430,14393,X-,YFGR,AHY,F,La Cueva A,10-Nov-07,,,,,,
2430,14394,X-,YFGR,AHY,M,La Cueva A,10-Nov-07,,,,,,
2430,14458,X-,YFGR,AHY,M,La Cueva,5-Jan-08,,,,,,
2430,14460,X-,YFGR,AHY,F,La Cueva,5-Jan-08,,,,,,
2430,14461,X-,YFGR,AHY,M,La Cueva,5-Jan-08,,,,,,
2430,14466,X-,YFGR,HY,M,La Cueva,7-Jan-08,,,,,,
2430,14468,X-,YFGR,AHY,F,La Cueva A,7-Jan-08,,,,,,
2430,14469,X-,YFGR,HY,,La Cueva A,7-Jan-08,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2240,21893,RW-XY,AMRE,AHY,F,Morelia,15-Nov-07,,,,,,
2240,21989,X-,AMRE,AHY,F,Morelia A,17-Nov-07,,,,,,
2240,21997,X-,AMRE,HY,F,Morelia A,15-Jan-08,,,,,,
2430,14437,X-,BANA,HY,,Morelia A,17-Nov-07,,,,,,
2430,14439,X-,BANA,AHY,,Morelia A,17-Nov-07,,,,,,
2430,14440,X-,BANA,AHY,,Morelia A,17-Nov-07,,,,,,
2430,14441,X-,BANA,HY,,Morelia A,17-Nov-07,,,,,,
2430,14450,X-,BAWW,AHY,F,Morelia A,19-Nov-07,,,,,,
2430,14494,X-,BAWW,AHY,F,Morelia,14-Jan-08,,,,,,
4A,264,XR-YW,BCPT,AHY,,Morelia A,16-Jan-08,,,,,,
4A,335,RY-XY,BCPT,AHY,,Morelia A,18-Nov-07,,,,,,
4A,443,X-,BCPT,AHY,,Morelia,16-Nov-07,,,,,,
4A,444,X-,BCPT,AHY,,Morelia,16-Nov-07,,,,,,
2430,14140,WX-WB,BTBW,AHY,F,Morelia,14-Jan-08,,,,,,
2430,14432,X-,BTBW,AHY,M,Morelia,16-Nov-07,,,,,,
2430,14434,X-,BTBW,HY,F,Morelia,16-Nov-07,,,,,,
2430,14435,X-,BTBW,HY,F,Morelia,17-Nov-07,,,,,,
2430,14436,X-,BTBW,AHY,M,Morelia A,17-Nov-07,,,,,,
2430,14438,X-,BTBW,HY,F,Morelia A,17-Nov-07,,,,,,
2430,14442,X-,BTBW,AHY,F,Morelia A,18-Nov-07,,,,,,
2430,14443,X-,BTBW,AHY,F,Morelia A,18-Nov-07,,,,,,
2430,14444,X-,BTBW,AHY,M,Morelia A,18-Nov-07,,,,,,
2430,14445,X-,BTBW,AHY,F,Morelia A,18-Nov-07,,,,,,
2430,14446,X-,BTBW,AHY,M,Morelia A,18-Nov-07,,,,,,
2430,14447,X-,BTBW,HY,M,Morelia A,19-Nov-07,,,,,,
2430,14449,X-,BTBW,AHY,F,Morelia A,19-Nov-07,,,,,,
2430,14451,X-,BTBW,AHY,F,Morelia A,19-Nov-07,,,,,,
2430,14492,X-,BTBW,AHY,M,Morelia,14-Jan-08,,,,,,
2430,14493,X-,BTBW,HY,F,Morelia,14-Jan-08,,,,,,
2430,14351,XW-RR,COYE,AHY,F,Morelia,16-Nov-07,,,,,,
1761,5625,X-,GABU,HY,F,Morelia,15-Nov-07,,,,,,
1761,5626,X-,GABU,AHY,F,Morelia,16-Nov-07,,,,,,
1761,5627,X-,GABU,HY,,Morelia,16-Nov-07,,,,,,
1761,5637,X-,GABU,AHY,F,Morelia,14-Jan-08,,,,,,
3A,251,RX-BW,GRWA,AHY,,Morelia,16-Nov-07,,,,,,
3A,307,RY-XB,GRWA,AHY,,Morelia A,18-Nov-07,,,,,,
3A,315,X-,GRWA,HY,,Morelia,16-Nov-07,,,,,,
3A,316,X-,GRWA,AHY,,Morelia A,18-Nov-07,,,,,,
8A,78,X-,HLCU,AHY,,Morelia,13-Jan-08,,,,,,
1202,29716,X-,MACU,AHY,,Morelia A,15-Jan-08,,,,,,
1771,12089,YR-RX,OVEN,AHY,,Morelia,17-Nov-07,,,,,,
1771,12119,BX-RB,OVEN,AHY,,Morelia,16-Nov-07,,,,,,
1771,12151,XY-RY,OVEN,AHY,,Morelia,14-Jan-08,,,,,,
1771,12283,YB-XW,OVEN,AHY,,Morelia A,18-Nov-07,,,,,,
1771,12342,BY-BX,OVEN,AHY,,Morelia A,18-Nov-07,,,,,,
1771,12434,X-,OVEN,HY,,Morelia,15-Nov-07,,,,,,
1771,12435,X-,OVEN,HY,,Morelia,15-Nov-07,,,,,,
1771,12435,X-,OVEN,HY,,Morelia,14-Jan-08,,,,,,
1771,12436,X-,OVEN,HY,,Morelia,16-Nov-07,,,,,,
1771,12437,X-,OVEN,AHY,,Morelia,16-Nov-07,,,,,,
1771,12437,X-,OVEN,AHY,,Morelia A,17-Jan-08,,,,,,
1771,12438,X-,OVEN,HY,,Morelia,17-Nov-07,,,,,,
1771,12438,X-,OVEN,HY,,Morelia,13-Jan-08,,,,,,
1771,12439,X-,OVEN,HY,,Morelia A,18-Nov-07,,,,,,
1771,12440,X-,OVEN,HY,,Morelia A,18-Nov-07,,,,,,
1771,12441,X-,OVEN,AHY,,Morelia A,19-Nov-07,,,,,,
1771,12442,X-,OVEN,HY,,Morelia A,19-Nov-07,,,,,,
1771,12452,X-,OVEN,AHY,,Morelia,14-Jan-08,,,,,,
1771,12453,X-,OVEN,AHY,,Morelia,15-Jan-08,,,,,,
2240,21990,X-,PRAW,HY,,Morelia A,19-Nov-07,,,,,,
1202,29695,X-,RLTH,AHY,,Morelia,16-Nov-07,,,,,,
1202,29721,X-,RLTH,AHY,,Morelia,15-Jan-08,,,,,,
1202,29739,X-,RLTH,AHY,,Morelia A,19-Nov-07,,,,,,
1202,29769,X-,RLTH,AHY,,Morelia A,17-Jan-08,,,,,,
1761,5628,X-,STOF,,,Morelia A,18-Nov-07,,,,,,
8A,77,X-,WHQD,AHY,,Morelia,13-Jan-08,,,,,,
8A,79,X-,WHQD,AHY,,Morelia,15-Jan-08,,,,,,
2430,14431,X-,YFGR,AHY,M,Morelia,15-Nov-07,,,,,,
2430,14433,X-,YFGR,AHY,M,Morelia,16-Nov-07,,,,,,
2430,14448,X-,YFGR,AHY,M,Morelia A,19-Nov-07,,,,,,
2430,14491,X-,YFGR,AHY,F,Morelia,13-Jan-08,,,,,,
2430,14495,X-,YFGR,AHY,F,Morelia A,16-Jan-08,,,,,,
