# Mencia pasture succession bird captures 2004-2005 Dominican Republic,,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2004-05 All Captures.xls""",,,,,,,,,,,,,
"# See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018,,,,,,,,,,,,,
"#""NOTES"" columns contains ""DIED"" ""MITES"" and also numbers; not sure what numbers are",,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC,NOTES
2280,33652,WB-BX,BTBW,AHY,M,La Cueva A,10-Nov-04,65,18,9.2,0,0,
2280,33652,WB-BX,BTBW,AHY,M,La Cueva,3-Feb-05,65,18.2,9.3,1,1,
2280,33666,BX-BY,BTBW,HY,F,La Cueva A,11-Nov-04,60.5,18.8,8.4,0,0,
2280,33669,RW-BX,BTBW,HY,F,La Cueva A,11-Nov-04,61,19.4,8.9,1,0,
2250,78484,XR-WR,BTBW,HY,F,La Cueva,5-Jan-05,60,18.6,8,0,0,
2250,78485,XR-YW,BTBW,HY,F,La Cueva,5-Jan-05,58.5,18.8,8.2,0,0,
2250,78490,XR-YR,BTBW,AHY,F,La Cueva,5-Jan-05,60.5,18.8,8.9,0,1,
2200,99677,XR-RW,BTBW,AHY,M ,La Cueva A,7-Jan-05,64,19.2,9.3,0,0,
2200,99677,XR-RW,BTBW,AHY,M,La Cueva,3-Feb-05,64,19.2,9.6,1,2,
1771,12132,X-,BWVI,SY,,La Cueva,8-Nov-04,81,19.4,19.4,,,
1771,12132,X-,BWVI,SY,,La Cueva,3-Feb-05,81,19.4,21,,,
1771,12156,X-,BWVI,AHY,,La Cueva,8-Nov-04,79,19.7,19.6,,,
1771,12156,X-,BWVI,AHY,,La Cueva A,6-Feb-05,79,20,20.4,,,
1771,12157,X-,BWVI,AHY,,La Cueva,8-Nov-04,75.5,18.6,18.8,,,
1771,12158,X-,BWVI,AHY,,La Cueva,8-Nov-04,77,20.4,17.9,,,
1771,12158,X-,BWVI,AHY,,La Cueva,4-Feb-05,77,20.4,19.3,,,
1771,12161,X-,BWVI,HY,,La Cueva,9-Nov-04,76,18.7,19.2,,,
1771,12223,X-,BWVI,AHY,,La Cueva A,7-Jan-05,77.5,18.9,19.6,,,
1771,12244,X-,BWVI,AHY,,La Cueva,3-Feb-05,67.5,18.5,18.7,,,
1771,12248,X-,BWVI,AHY,,La Cueva A,7-Feb-05,79,18.5,19.9,,,
2370,3801,BR-XW,CMWA,HY,F,La Cueva,3-Feb-05,66.5,18.6,9.5,1,0,
2370,3805,RX-WB,CMWA,HY,F,La Cueva,4-Feb-05,63.5,17.5,9.8,2,1,
2370,3808,XB-YW,CMWA,HY,M,La Cueva,4-Feb-05,66,17.4,9.2,2,0,
2370,3810,RX-YW,CMWA,AHY,M,La Cueva,5-Feb-05,65.5,17.7,9.3,0,0,
2370,3813,RX-WY,CMWA,HY,M,La Cueva,5-Feb-05,64,18.4,10.2,1,1,
2370,3815,WB-XW,CMWA,HY,M,La Cueva A,6-Feb-05,67.5,17.8,9.3,0,0,
2370,3832,XB-RY,CMWA,HY,M,La Cueva A,7-Feb-05,61,17.8,8.8,1,1,
2370,3840,YR-XW,CMWA,HY,F,La Cueva A,8-Feb-05,63.5,17.6,8.8,3,1,
2280,33229,RW-XR,CMWA,SY,F,La Cueva,8-Nov-04,67,18.1,10.6,2,3,
2280,33229,RW-XR,CMWA,SY,F,La Cueva A,6-Feb-05,67,18.1,9.7,1,2,
2280,33292,RR-XW,CMWA,AHY,F,La Cueva,8-Nov-04,66.5,18.9,9.3,2,1,
2280,33295,XR-YB,CMWA,HY,M,La Cueva,8-Nov-04,66.5,17.8,9.8,1,0,
2280,33300,RB-XW,CMWA,AHY,M,La Cueva,8-Nov-04,69,18.5,10.3,2,2,
2280,33601,YR-XB,CMWA,HY,F,La Cueva,8-Nov-04,64.5,18.5,8.5,0,0,
2280,33602,YX-YW,CMWA,HY,F,La Cueva,8-Nov-04,64,17.2,8.5,0,0,
2280,33602,YX-YW,CMWA,HY,F,La Cueva A,10-Nov-04,,,,,,
2280,33602,YX-YW,CMWA,HY,F,La Cueva A,11-Nov-04,,,,,,
2280,33607,WY-WX,CMWA,HY,F,La Cueva,8-Nov-04,62.5,18,8.9,0,1,
2280,33609,YX-WY,CMWA,HY,F,La Cueva,9-Nov-04,63,17.8,8.6,1,1,
2280,33609,YX-WY,CMWA,HY,F,La Cueva,5-Jan-05,63.5,17.8,8.9,2,1,
2280,33609,YX-WY,CMWA,HY,F,La Cueva A,7-Feb-05,63,17.8,8.5,2,2,
2280,33611,YW-BX,CMWA,HY,M,La Cueva,9-Nov-04,65,17.8,9.3,0,1,
2280,33612,XY-BW,CMWA,HY,F,La Cueva,9-Nov-04,65,18.8,9.3,0,2,
2280,33612,XY-BW,CMWA,HY,F,La Cueva,5-Feb-05,65,18.9,9.6,2,1,
2280,33622,BX-YB,CMWA,HY,F,La Cueva,9-Nov-04,63,18.9,8.7,0,0,
2280,33624,XB-RB,CMWA,HY,F,La Cueva,9-Nov-04,64,17.6,8.5,1,1,
2280,33627,BX-BR,CMWA,HY,M,La Cueva,9-Nov-04,69.5,18.8,9.3,0,0,
2280,33630,WB-RX,CMWA,HY,F,La Cueva,9-Nov-04,62.5,18.3,8.5,0,0,
2280,33634,BX-YY,CMWA,AHY,F,La Cueva,10-Nov-04,65.5,18.3,9.1,1,1,
2280,33643,XW-WB,CMWA,AHY,F,La Cueva A,10-Nov-04,64,17.3,9.7,2,1,
2280,33651,WX-WB,CMWA,AHY,F,La Cueva A,10-Nov-04,63,17.9,9.5,1,1,
2280,33653,WX-RY,CMWA,AHY,M,La Cueva A,11-Nov-04,69.5,17.2,9.2,0,1,
2280,33656,WR-XB,CMWA,AHY,M,La Cueva A,11-Nov-04,67.5,18,9.7,1,0,
2280,33672,XY-WR,CMWA,AHY,F,La Cueva A,12-Nov-04,63.5,17.9,9.2,0,1,
2280,33678,XR-WY,CMWA,HY,F,La Cueva A,12-Nov-04,65,18.1,9,0,2,
2280,33723,XR-RW,CMWA,HY,F,La Cueva,5-Feb-05,66,18,9.2,0,1,
2250,78475,WY-XR,CMWA,HY,F,La Cueva,4-Jan-05,62,17.4,8.6,0,0,
2250,78475,WY-XR,CMWA,HY,F,La Cueva A,6-Jan-05,,,,,,
2250,78475,WY-XR,CMWA,HY,F,La Cueva A,6-Feb-05,62,17.5,9.8,1,0,
2250,78487,WB-XR,CMWA,HY,F,La Cueva,5-Jan-05,63.5,18.2,9.9,2,2,
2250,78487,WB-XR,CMWA,HY,F,La Cueva,3-Feb-05,63.5,18.3,9.4,2,2,
2250,78487,WB-XR,CMWA,HY,F,La Cueva A,6-Jan-05,,,,,,
2250,78487,WB-XR,CMWA,HY,F,La Cueva A,8-Jan-05,,,,,,
2250,78492,BY-XR,CMWA,AHY,F,La Cueva,5-Jan-05,65,18.1,9.1,2,0,
2250,78616,BX-RR,CMWA,SY,F,La Cueva A,11-Nov-04,65.5,17.9,8.9,1,1,
2250,78679,RR-XB,CMWA,SY,F,La Cueva A,11-Nov-04,66,18.1,9.3,2,1,
2250,78679,RR-XB,CMWA,SY,F,La Cueva A,7-Feb-05,66,18.1,9.1,2,1,
2250,78681,RR-BX,CMWA,AHY,F,La Cueva A,8-Feb-05,65.5,18.6,8.3,0,1,
2200,99672,XY-WW,CMWA,AHY,M,La Cueva A,6-Jan-05,67.5,17.2,9,0,0,
2200,99682,BW-XY,CMWA,HY,F,La Cueva A,7-Jan-05,61,17.1,8.2,,,
2200,99685,XY-YW,CMWA,HY,F,La Cueva A,8-Jan-05,63.5,17.3,9.2,,,
2370,3803,RW-XY,COYE,HY,M,La Cueva,3-Feb-05,56.5,19.8,10,2,2,
2280,33648,YX-YY,COYE,HY,F,La Cueva A,10-Nov-04,53,19.2,8.4,0,1,
2280,33655,RR-BX,COYE,HY,F,La Cueva A,11-Nov-04,54.5,20.3,9.1,0,1,
2250,78624,XB-BB,COYE,SY,F,La Cueva A,7-Jan-05,51,20.1,8.7,1,1,
1791,50639,X-,GABU,SY,M,La Cueva,10-Nov-04,74.5,22.3,25.1,,,10.9
1791,50650,X-,GABU,AHY,F,La Cueva,9-Nov-04,68,21,18.5,,,9.9
1791,50650,X-,GABU,AHY,F,La Cueva A,10-Nov-04,70,21,19.2,,,9.9
1791,50666,X-,GABU,SY,M,La Cueva,9-Nov-04,75,21.7,21.8,,,10.5
1791,50669,X-,GABU,AHY,F,La Cueva,9-Nov-04,70,20.7,20.3,,,9.6
1791,50669,X-,GABU,AHY,F,La Cueva,4-Jan-05,70,20.8,18.7,,,9.6
1791,50672,X-,GABU,SY,M,La Cueva A,7-Jan-05,74.5,21.6,21.2,,,10.4
1791,50697,X-,GABU,HY,,La Cueva,8-Nov-04,69.5,20.8,27.7,,,9.8
1791,50698,X-,GABU,HY,M,La Cueva,8-Nov-04,75,21.8,28.7,,,10.5
1791,50698,X-,GABU,HY,M,La Cueva A,8-Jan-05,75,21.8,21.8,,,10.5
1791,50699,X-,GABU,HY,,La Cueva,9-Nov-04,75.5,20.7,21,,,10.3
1791,50700,X-,GABU,HY,,La Cueva,9-Nov-04,67,20.1,17.7,,,9.7
1791,50700,X-,GABU,HY,,La Cueva A,10-Nov-04,,,,,,
1791,50701,X-,GABU,AHY,M,La Cueva,9-Nov-04,74,21.9,22.4,,,10.5
1791,50702,X-,GABU,HY,M,La Cueva,10-Nov-04,72,21.4,23.8,,,11.2
1791,50702,X-,GABU,HY,M,La Cueva,3-Feb-05,72,21.4,23.5,,,11.2
1791,50702,X-,GABU,HY,M,La Cueva A,11-Nov-04,,,,,,
1791,50703,X-,GABU,HY,M,La Cueva,10-Nov-04,72,20.8,22.7,,,10.6
1791,50703,X-,GABU,HY,M,La Cueva,5-Feb-05,72,21,21.1,,,10.8
1791,50704,X-,GABU,HY,F,La Cueva,10-Nov-04,69,20.9,17.5,,,9
1791,50704,X-,GABU,HY,F,La Cueva,6-Jan-05,69,21.1,18.1,,,9.4
1791,50705,X-,GABU,HY,,La Cueva A,10-Nov-04,75,19.6,18.4,,,9.7
1791,50706,X-,GABU,HY,,La Cueva A,11-Nov-04,74,21.4,20.7,,,10.4
1791,50707,X-,GABU,HY,,La Cueva A,11-Nov-04,74,21.6,23,,,11
1791,50708,X-,GABU,HY,,La Cueva A,11-Nov-04,71.5,21.3,21.5,,,9.5
1791,50709,X-,GABU,HY,,La Cueva A,11-Nov-04,68.5,19.7,18.6,,,9.5
1791,50710,X-,GABU,HY,,La Cueva A,11-Nov-04,67.5,19.9,18.7,,,8.7
1791,50711,X-,GABU,AHY,M,La Cueva A,11-Nov-04,71.5,20.8,22.5,,,10
1791,50711,X-,GABU,AHY,M,La Cueva A,7-Jan-05,73,20.8,22,,,10
1791,50742,X-,GABU,HY,,La Cueva,5-Jan-05,69.5,20.3,18.6,,,9
1791,50743,X-,GABU,HY,,La Cueva,5-Jan-05,66,20.9,18.5,,,9.4
1791,50744,X-,GABU,HY,,La Cueva,5-Jan-05,67.5,21.4,18.2,,,8.4
1791,50744,X-,GABU,HY,F,La Cueva,5-Feb-05,68,21.4,18,,,8.6
1791,50745,X-,GABU,HY,,La Cueva,5-Jan-05,72.5,21.4,23.4,,,10.9
1791,50745,X-,GABU,HY,,La Cueva A,7-Jan-05,,,,,,
1791,50748,X-,GABU,HY,,La Cueva A,7-Jan-05,69,20.3,,,,8.9
1791,50750,X-,GABU,HY,M,La Cueva A,7-Jan-05,75,21.1,20.7,,,10.6
1791,50751,X-,GABU,HY,,La Cueva A,7-Jan-05,70.5,22,21,,,10.7
1791,50751,X-,GABU,HY,M,La Cueva,3-Feb-05,71,22.1,,,,10.7
1791,50752,X-,GABU,HY,,La Cueva A,7-Jan-05,69,21.8,19.6,,,9.8
1791,50752,X-,GABU,HY,,La Cueva,5-Feb-05,69,22.3,21.6,,,10
1791,50778,X-,GABU,HY,,La Cueva,3-Feb-05,65.5,20.5,17.1,,,8.6
1791,50779,X-,GABU,HY,,La Cueva,3-Feb-05,74.5,21.7,23.4,,,10.5
1791,50781,X-,GABU,AHY,M,La Cueva,4-Feb-05,74.5,21.7,22.2,,,10.3
1791,50782,X-,GABU,HY,,La Cueva A,6-Feb-05,71,20.9,24.3,,,10.4
1791,50783,X-,GABU,HY,,La Cueva A,6-Feb-05,68,21.2,20.8,,,10.2
1781,50344,X-,GRAK,AHY,,La Cueva,6-Jan-05,108.5,18.3,42.3,,,
1781,50353,X-,GRAK,AHY,,La Cueva,3-Feb-05,111.5,17.8,42.3,,,
1781,50354,X-,GRAK,AHY,,La Cueva,3-Feb-05,114.5,18.3,43.7,,,
1781,50356,X-,GRAK,AHY,,La Cueva,4-Feb-05,112.5,18.4,40.4,,,
1781,50357,X-,GRAK,HY,,La Cueva,5-Feb-05,104.5,18,38,,,
1781,50358,X-,GRAK,HY,,La Cueva,5-Feb-05,114.5,18.3,42.6,,,
3A,207,RX-YB,GRWA,AHY,,La Cueva A,11-Nov-04,61.5,20.3,10.9,,,
3A,207,RX-YB,GRWA,AHY,,La Cueva A,7-Feb-05,62,20.3,11.8,,,
3A,233,WR-RX,GRWA,AHY,,La Cueva A,11-Nov-04,61.5,21.1,10.4,,,
3A,234,XY-BR,GRWA,HY,,La Cueva A,11-Nov-04,60,21.7,11.8,,,
3A,235,BX-WY,GRWA,AHY,,La Cueva A,11-Nov-04,64.5,21.7,11.9,,,
3A,236,BY-RX,GRWA,HY,,La Cueva A,11-Nov-04,58,20.3,11.7,,,
3A,247,RR-XR,GRWA,HY,,La Cueva A,7-Jan-05,61,22.1,12.3,,,
4A,305,RR-XR,HISP,AHY,F,La Cueva A,7-Feb-05,76,20,23.4,,,
4A,307,YY-XY,HISP,HY,,La Cueva A,7-Feb-05,75,19,20.9,,,
4A,308,WW-XR,HISP,HY,M,La Cueva A,7-Feb-05,76.5,19.4,22.2,,,
4A,309,RY-XR,HISP,AHY,M,La Cueva A,7-Feb-05,79.5,20.2,26.8,,,
4A,310,RW-XR,HISP,HY,,La Cueva A,7-Feb-05,77,19.5,24.9,,,
4A,311,RB-XR,HISP,HY,,La Cueva A,7-Feb-05,80.5,20.3,24.5,,,
4A,312,YR-XR,HISP,AHY,M,La Cueva A,7-Feb-05,78,19.5,22.9,,,
4A,313,YW-XR,HISP,AHY,M,La Cueva A,7-Feb-05,83.5,20.3,24.7,,,
4A,314,YB-XR,HISP,HY,M,La Cueva A,7-Feb-05,77,21.5,23.7,,,
4A,315,WR-XR,HISP,HY,,La Cueva A,7-Feb-05,80.5,19.5,24.5,,,
4A,304,X-,HIWO,AHY,F,La Cueva,5-Feb-05,124,23.8,71.2,,,
8A,16,X-,HLCU,SY,,La Cueva,3-Feb-05,133.5,36,80.8,,,
8A,30,X-,HLCU,AHY,,La Cueva,6-Jan-05,124.5,34.8,88.3,,,
1771,12246,RR-XW,INBU,HY,M,La Cueva,4-Feb-05,65,16.4,14.8,,,
8A,36,X-,KWQD,AHY,,La Cueva A,7-Feb-05,155,30.4,147.8,,,
1202,29625,X-,MACU,HY,,La Cueva,4-Jan-05,128,28.9,50.9,,,
1202,29626,X-,MACU,AHY,,La Cueva,5-Jan-05,127,28.8,57.3,,,
1781,50303,X-,NOMO,SY,,La Cueva A,7-Feb-05,100,32.3,46,,,
1781,50314,X-,NOMO,SY,,La Cueva,5-Jan-05,109,30.5,42.4,,,
1781,50327,X-,NOMO,AHY,,La Cueva,8-Nov-04,103,31.3,38.5,,,
1781,50327,X-,NOMO,AHY,,La Cueva A,11-Nov-04,,,,,,
1781,50328,X-,NOMO,AHY,,La Cueva A,10-Nov-04,97.5,29.5,36.5,,,
1781,50329,X-,NOMO,AHY,,La Cueva A,10-Nov-04,104.5,28.2,37.4,,,
1781,50330,X-,NOMO,AHY,,La Cueva A,11-Nov-04,95.5,29.8,36.8,,,
1781,50331,X-,NOMO,AHY,,La Cueva A,12-Nov-04,103.5,28.9,36.8,,,
1781,50331,X-,NOMO,AHY,,La Cueva A,8-Feb-05,103.5,28.9,37.2,,,
1781,50341,X-,NOMO,AHY,,La Cueva,4-Jan-05,95,30.5,36.7,,,
1781,50342,X-,NOMO,AHY,,La Cueva,5-Jan-05,106,29.7,36.8,,,
1781,50343,X-,NOMO,AHY,,La Cueva,5-Jan-05,104.5,30.9,38.9,,,
1781,50345,X-,NOMO,AHY,,La Cueva A,7-Jan-05,96,28.8,36.2,,,
1781,50345,X-,NOMO,AHY,,La Cueva,5-Feb-05,97,28.8,38.7,,,
1781,50346,X-,NOMO,AHY,,La Cueva,5-Feb-05,105,32,45.6,,,
1781,50355,X-,NOMO,AHY,,La Cueva,3-Feb-05,100.5,31.3,41.6,,,
1781,50359,X-,NOMO,AHY,,La Cueva,5-Feb-05,97,31.4,39.9,,,
2240,21582,RR-RX,NOPA,HY,,La Cueva A,11-Nov-04,57,16.5,7.3,0,1,
2240,21586,RX-YY,NOPA,HY,,La Cueva A,11-Nov-04,61,16.8,7.2,0,0,
2240,21587,RX-BW,NOPA,HY,,La Cueva A,12-Nov-04,55,16.3,6.9,0,0,
1202,29675,X-,NOPO,,,La Cueva A,8-Feb-05,222,19.1,113.8,,,
1771,12102,XW-RR,OVEN,SY,,La Cueva,4-Jan-05,74,20.7,18.5,1,2,
1771,12102,XW-RR,OVEN,SY,,La Cueva,5-Feb-05,75,20.8,17.1,0,0,
1771,12106,XW-YY,OVEN,SY,,La Cueva,4-Feb-05,73.5,22.5,18.3,1,1,
1771,12133,X-,OVEN,SY,,La Cueva,10-Nov-04,74,21.2,17.6,0,1,
1771,12133,XY-RR,OVEN,SY,,La Cueva,4-Jan-05,74,21.3,19.2,1,1,
1771,12155,YY-XY,OVEN,AHY,,La Cueva,8-Nov-04,73.5,21.9,19.2,1,1,
1771,12155,YY-XY,OVEN,AHY,,La Cueva,4-Feb-05,73.5,21.9,18.8,1,0,
1771,12159,WB-RX,OVEN,HY,,La Cueva,8-Nov-04,72,22.3,18.1,0,2,
1771,12160,WX-YB,OVEN,HY,,La Cueva,9-Nov-04,76,22.8,19.8,1,2,
1771,12160,WX-YB,OVEN,HY,,La Cueva A,10-Nov-04,,,,,,
1771,12162,BW-WX,OVEN,HY,,La Cueva,9-Nov-04,73,21.2,16.9,0,0,
1771,12163,BR-XB,OVEN,HY,,La Cueva,10-Nov-04,79.5,22.7,17.6,1,1,
1771,12164,XB-BW,OVEN,HY,,La Cueva,10-Nov-04,73,22,,,,DIED
1771,12166,RR-BX,OVEN,AHY,,La Cueva A,11-Nov-04,74,21.3,18.2,1,1,
1771,12167,WX-RR,OVEN,AHY,,La Cueva A,11-Nov-04,77.5,21.2,18.5,0,1,
1771,12167,WX-RR,OVEN,AHY,,La Cueva,4-Jan-05,77.5,21.4,17.6,0,1,
1771,12168,WX-BY,OVEN,AHY,,La Cueva A,11-Nov-04,72.5,22.1,17.2,0,1,
1771,12168,WX-BY,OVEN,AHY,,La Cueva A,7-Jan-05,72.5,22.1,17.8,0,0,
1771,12168,WX-BY,OVEN,AHY,,La Cueva A,7-Feb-05,72.5,22.1,17.8,2,1,
1771,12169,BR-XY,OVEN,HY,,La Cueva A,12-Nov-04,69,22.6,18.8,2,1,
1771,12220,RR-XR,OVEN,HY,,La Cueva,4-Jan-05,74,22.9,19,1,0,
1771,12221,WY-XR,OVEN,AHY,,La Cueva,6-Jan-05,74.5,21.5,18.1,0,1,
1771,12222,WR-XR,OVEN,HY,,La Cueva A,7-Jan-05,71.5,22.6,19.2,0,2,
1771,12245,RR-XY,OVEN,HY,,La Cueva,3-Feb-05,69.5,22.1,17.8,1,2,
1771,12247,YY-RX,OVEN,HY,,La Cueva A,7-Feb-05,74.5,23.1,19,1,1,
1771,12249,RW-XR,OVEN,HY,,La Cueva A,7-Feb-05,69.5,21.3,14.9,0,0,
1771,12250,RY-XR,OVEN,AHY,,La Cueva A,8-Feb-05,76.5,21.7,17.2,0,0,
2280,33231,YY-XY,PAWA,SY,,La Cueva A,12-Nov-04,63.5,19,9.7,0,1,
2280,33661,BX-YY,PAWA,HY,,La Cueva A,11-Nov-04,62,20.3,8.3,0,0,
2280,33670,XR-RB,PAWA,HY,,La Cueva A,11-Nov-04,63,20.2,8.6,1,0,
2250,78481,WW-XR,PAWA,AHY,,La Cueva,5-Jan-05,66,20.3,9.2,0,0,
2250,78494,RY-XR,PAWA,HY,,La Cueva,5-Jan-05,60.5,18.9,8.3,1,0,
2250,78498,XR-BW,PAWA,AHY,,La Cueva A,6-Jan-05,66,20.5,10.6,1,1,
2250,78527,BR-XR,PAWA,SY,,La Cueva,5-Feb-05,62,19.2,9.2,2,1,
2220,96000,XR-WR,PAWA,AHY,,La Cueva,3-Feb-05,64.5,20,9.5,1,0,
2200,99674,XR-BY,PAWA,HY,,La Cueva A,7-Jan-05,61,19.3,8.6,0,0,
2200,99679,XR-WB,PAWA,HY,,La Cueva A,7-Jan-05,60,18.7,8.8,1,0,
2240,21506,BY-YX,PRAW,AHY,,La Cueva A,7-Jan-05,53.5,17.8,6.5,0,1,
2240,21567,YY-XY,PRAW,HY,,La Cueva,8-Nov-04,53.5,17.7,7.2,2,2,
2240,21568,WR-BX,PRAW,HY,,La Cueva,8-Nov-04,53.5,17.4,6,0,0,
2240,21568,WR-BX,PRAW,HY,,La Cueva,5-Jan-05,53.5,17.4,6.5,0,0,
2240,21575,RX-YY,PRAW,HY,,La Cueva A,10-Nov-04,53.5,18.3,7.1,0,1,
2240,21575,RX-YY,PRAW,HY,,La Cueva A,7-Jan-05,53.5,18.3,6.5,0,1,
2240,21580,RX-RR,PRAW,HY,,La Cueva A,10-Nov-04,54.5,17.4,6.4,0,0,
2240,21581,BR-RX,PRAW,HY,,La Cueva A,10-Nov-04,49,16.9,5.8,0,1,
2240,21583,YW-YX,PRAW,HY,,La Cueva A,11-Nov-04,53,16.9,5.8,0,1,
2240,21585,XB-WY,PRAW,HY,M,La Cueva A,11-Nov-04,59,18,6.8,0,0,
2240,21823,RR-XR,PRAW,AHY,,La Cueva,5-Jan-05,51.5,17,6.8,2,0,
2240,21851,YY-YX,PRAW,HY,,La Cueva A,7-Feb-05,53,17.2,6.5,0,1,
1202,29609,X-,RLTH,AHY,,La Cueva,10-Nov-04,119.5,38.6,62.7,,,
1202,29610,X-,RLTH,AHY,,La Cueva,10-Nov-04,134.5,41.4,69.5,,,
1202,29611,X-,RLTH,AHY,,La Cueva,10-Nov-04,122,39.1,64.5,,,
1202,29611,X-,RLTH,AHY,,La Cueva,4-Jan-05,123,39.4,61.7,,,
1202,29612,X-,RLTH,AHY,,La Cueva A,10-Nov-04,118.5,37.4,62.3,,,
1202,29612,X-,RLTH,AHY,,La Cueva A,6-Feb-05,119,35,62.3,,,
1202,29613,X-,RLTH,AHY,,La Cueva A,10-Nov-04,120,39.2,69.4,,,
1202,29614,X-,RLTH,AHY,,La Cueva A,12-Nov-04,126,40.4,68.4,,,
1202,29615,X-,RLTH,AHY,,La Cueva A,12-Nov-04,131.5,39.7,76.7,,,
1202,29627,X-,RLTH,AHY,,La Cueva,5-Jan-05,127,41.3,73.9,,,
1202,29628,X-,RLTH,AHY,,La Cueva,5-Jan-05,124.5,39.2,67.8,,,
1202,29629,X-,RLTH,AHY,,La Cueva,6-Jan-05,120.5,40.5,72.5,,,
1202,29630,X-,RLTH,AHY,,La Cueva,6-Jan-05,124,39.7,64.2,,,
1202,29631,X-,RLTH,AHY,,La Cueva,6-Jan-05,120,39.8,62,,,
1202,29632,X-,RLTH,AHY,,La Cueva,6-Jan-05,118,40.3,65,,,
1202,29633,X-,RLTH,AHY,,La Cueva A,6-Jan-05,123.5,39.3,66.7,,,
1202,29634,X-,RLTH,AHY,,La Cueva A,7-Jan-05,130.5,41.2,69,,,
1202,29634,X-,RLTH,AHY,,La Cueva A,6-Feb-05,130,41.2,69.4,,,
1202,29640,X-,RLTH,AHY,,La Cueva,5-Feb-05,119.5,38.9,64.1,,,
1202,29663,X-,RLTH,AHY,,La Cueva,3-Feb-05,125.5,40,76.6,,,
1202,29664,X-,RLTH,AHY,,La Cueva,4-Feb-05,117,39.7,60.6,,,
1202,29665,X-,RLTH,HY,,La Cueva,5-Feb-05,115.5,38.7,68.8,,,
1202,29666,X-,RLTH,AHY,,La Cueva,5-Feb-05,123,39.9,73.8,,,
1202,29667,X-,RLTH,AHY,,La Cueva A,6-Feb-05,126,40.2,74.7,,,
1202,29668,X-,RLTH,HY,,La Cueva A,6-Feb-05,128.5,38.7,70.6,,,
1202,29669,X-,RLTH,AHY,,La Cueva A,6-Feb-05,118,39.1,68.9,,,
1202,29670,X-,RLTH,AHY,,La Cueva A,6-Feb-05,119,39.8,71.2,,,
1202,29671,X-,RLTH,AHY,,La Cueva A,6-Feb-05,127.5,38.8,69.6,,,
1202,29672,X-,RLTH,AHY,,La Cueva A,7-Feb-05,120.5,40.1,68.4,,,
1202,29673,X-,RLTH,AHY,,La Cueva A,7-Feb-05,123.5,38.4,68.5,,,
1202,29674,X-,RLTH,AHY,,La Cueva A,7-Feb-05,117,38,61,,,
1771,12165,X-,RTSO,HY,,La Cueva,10-Nov-04,84,22.4,22.1,,,
1771,12170,X-,RTSO,HY,,La Cueva A,12-Nov-04,88.5,22.7,24.6,,,
1791,50606,BY-XY,STOF,AHY,,La Cueva,5-Jan-05,83.7,20.9,19.8,,,
1791,50673,RX-YY,STOF,AHY,,La Cueva,5-Jan-05,79,20.6,19,,,
1791,50712,RR-XW,STOF,HY,,La Cueva A,12-Nov-04,84,20.7,19.1,,,
1791,50712,RR-XW,STOF,HY,,La Cueva,6-Jan-05,85,20.7,19.1,,,
1791,50746,XR-BW,STOF,AHY,,La Cueva,5-Jan-05,82,20.4,22.3,,,
1791,50747,RR-XR,STOF,HY,,La Cueva A,7-Jan-05,76.5,20.4,16.2,,,
1791,50747,RR-XR,STOF,HY,,La Cueva,5-Feb-05,76.5,20.6,16.4,,,
1791,50749,XR-BY,STOF,,,La Cueva A,7-Jan-05,83.5,21.2,19.6,,,
1791,50780,XY-BR,STOF,,,La Cueva,3-Feb-05,83.5,20.3,21.1,,,
1791,50784,BW-XR,STOF,,,La Cueva A,7-Feb-05,83,21.2,18.1,,,
2370,3804,X-,YFGR,HY,,La Cueva,4-Feb-05,49.5,15.6,8.2,,,
2370,3806,X-,YFGR,AHY,F,La Cueva,4-Feb-05,51.5,15.7,8.9,,,
2370,3807,X-,YFGR,AHY,F,La Cueva,4-Feb-05,49.5,15.2,8.1,,,
2370,3809,X-,YFGR,HY,,La Cueva,5-Feb-05,46,15.6,8.5,,,
2370,3817,X-,YFGR,AHY,M,La Cueva A,6-Feb-05,51,16.7,10.1,,,
2370,3818,X-,YFGR,HY,M,La Cueva A,6-Feb-05,48.5,16.5,8.2,,,
2370,3818,X-,YFGR,HY,M,La Cueva A,7-Feb-05,,,,,,
2370,3823,X-,YFGR,HY,F,La Cueva A,7-Feb-05,47.5,15.4,7.8,,,
2370,3824,X-,YFGR,HY,M,La Cueva A,7-Feb-05,49,16.1,8.5,,,
2370,3826,X-,YFGR,AHY,F,La Cueva A,7-Feb-05,46.5,14.8,7.2,,,
2370,3830,X-,YFGR,HY,M,La Cueva A,7-Feb-05,47.5,16.1,8.8,,,
2370,3831,X-,YFGR,AHY,M,La Cueva A,7-Feb-05,50,16,7.7,,,
2370,3834,X-,YFGR,HY,M,La Cueva A,7-Feb-05,50,16.5,8.1,,,
2370,3835,X-,YFGR,HY,M,La Cueva A,8-Feb-05,48,16.4,8.1,,,
2370,3836,X-,YFGR,HY,M,La Cueva A,8-Feb-05,48,16.8,8.5,,,
