"spp.code","site","band.pre","band.suf","colors","age","sex","date","wing","tarsus","mass","fat","pec","notes","year","year.num","beak","date2","site.age.init","site.age","band","status.focals","spp","status2","hab1","diet"
"PRAW","La Cueva","2240","21503","BW-RX","HY","M","8-Nov-03",53.5,17.2,NA,"0",2,NA,"2003-2004",2003,NA,2003-11-08,2,2,"2240-21503","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21575","RX-YY","HY",NA,"7-Jan-05",53.5,18.3,6.5,"0",1,NA,"2004-2005",2004,NA,2005-01-07,2,3,"2240-21575","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21516","X-R","AHY","F","10-Nov-03",51.5,17.4,6.4,"3",2,NA,"2003-2004",2003,NA,2003-11-10,5,5,"2240-21516","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21561","XB-YR","AHY","F","10-Feb-05",55.5,17.4,7.3,"3",1,NA,"2004-2005",2004,NA,2005-02-10,5,6,"2240-21561","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21814","YX-YY","AHY","M","20-Nov-04",57,17.5,6.9,"0",1,NA,"2004-2005",2004,NA,2004-11-20,10,11,"2240-21814","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21594","XR-YR","HY",NA,"12-Feb-05",52,18.4,6,"0",0,NA,"2004-2005",2004,NA,2005-02-12,5,6,"2240-21594","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21871","RY-XY","HY","M","10-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-10,2,4,"2240-21871","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21812","BX-BW","HY",NA,"19-Nov-04",51,17.5,5.8,"0",0,NA,"2004-2005",2004,NA,2004-11-19,10,11,"2240-21812","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21537","BW-WX","AHY","M","22-Nov-03",56,17.8,7.5,"1",1,NA,"2003-2004",2003,NA,2003-11-22,10,10,"2240-21537","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21972","XW-YY","HY","M","25-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-25,10,13,"2240-21972","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21592","YX-YB","HY",NA,"12-Nov-04",50.5,17.1,5.8,"0",0,NA,"2004-2005",2004,NA,2004-11-12,5,6,"2240-21592","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21939","XY-BW","HY","F","27-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-27,5,8,"2240-21939","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21864","WW-XY","AHY","M","16-Feb-05",58.5,17.7,7,"0",0,NA,"2004-2005",2004,NA,2005-02-16,10,11,"2240-21864","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21908","XB-BR","AHY","F","14-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-14,5,9,"2240-21908","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21549","YB-XB","AHY","F","7-Jan-04",NA,NA,NA,NA,NA,NA,"2003-2004",2003,NA,2004-01-07,5,5,"2240-21549","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21551","YX-WW","HY","M","7-Jan-04",57.5,18.9,7,"0",1,NA,"2003-2004",2003,NA,2004-01-07,5,5,"2240-21551","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21523","WX-WB","SY","M","10-Jan-05",57.5,17,6.9,"0",1,NA,"2004-2005",2004,NA,2005-01-10,5,6,"2240-21523","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21520","YX-BW","HY","F","11-Nov-03",51.5,17.8,6.2,"0",1,NA,"2003-2004",2003,NA,2003-11-11,5,5,"2240-21520","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21518","RX-YB","HY","F","11-Nov-03",51,15.8,6.5,"1",2,NA,"2003-2004",2003,NA,2003-11-11,5,5,"2240-21518","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21502","YX-BR","HY","F","20-Feb-04",NA,NA,NA,NA,NA,NA,"2003-2004",2003,NA,2004-02-20,2,2,"2240-21502","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21585","XB-WY","HY","M","11-Nov-04",59,18,6.8,"0",0,NA,"2004-2005",2004,NA,2004-11-11,2,3,"2240-21585","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21828","XR-BW","HY","F","8-Jan-05",53,18.1,7.3,"0",1,NA,"2004-2005",2004,NA,2005-01-08,5,6,"2240-21828","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21902","YX-BY","HY","M","16-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-16,5,7,"2240-21902","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21851","YY-YX","HY",NA,"7-Feb-05",53,17.2,6.5,"0",1,NA,"2004-2005",2004,NA,2005-02-07,2,3,"2240-21851","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21581","BR-RX","HY",NA,"10-Nov-04",49,16.9,5.8,"0",1,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2240-21581","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21514","RX-YB","AHY","F","10-Nov-03",55,17.9,7.4,"3",2,NA,"2003-2004",2003,NA,2003-11-10,5,5,"2240-21514","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21575","RX-YY","HY",NA,"10-Nov-04",53.5,18.3,7.1,"0",1,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2240-21575","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21568","WR-BX","HY",NA,"8-Nov-04",53.5,17.4,6,"0",0,NA,"2004-2005",2004,NA,2004-11-08,2,3,"2240-21568","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21909","XR-WB","AHY","M","14-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-14,5,7,"2240-21909","mig","Prairie Warbler","M","SF","I"
"PRAW","El Corral","2250","78631","BX-RR","AHY","F","13-Nov-03",53,18,6.7,"0",1,NA,"2003-2004",2003,NA,2003-11-13,20,20,"2250-78631","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21524","RB-YX","AHY","F","11-Nov-03",54,17.9,6.9,"2",2,NA,"2003-2004",2003,NA,2003-11-11,5,5,"2240-21524","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21506","BY-YX","AHY",NA,"7-Jan-05",53.5,17.8,6.5,"0",1,NA,"2004-2005",2004,NA,2005-01-07,2,3,"2240-21506","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21971","XR-RY","HY","F","24-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-24,10,13,"2240-21971","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21557","XR-WW","AHY","M","18-Feb-04",56,17.8,6.2,"0",0,NA,"2003-2004",2003,NA,2004-02-18,2,2,"2240-21557","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21583","YW-YX","HY",NA,"11-Nov-04",53,16.9,5.8,"0",1,NA,"2004-2005",2004,NA,2004-11-11,2,3,"2240-21583","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21993","X-","HY",NA,"9-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-09,5,9,"2240-21993","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21873","RW-XY","AHY","M","10-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-10,2,4,"2240-21873","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21567","YY-XY","HY",NA,"8-Nov-04",53.5,17.7,7.2,"2",2,NA,"2004-2005",2004,NA,2004-11-08,2,3,"2240-21567","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21590","BX-YB","HY","M","12-Nov-04",55,18.4,7.5,"0",0,NA,"2004-2005",2004,NA,2004-11-12,5,6,"2240-21590","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21871","RY-XY","HY","M","16-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-16,5,7,"2240-21871","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21823","RR-XR","AHY",NA,"5-Jan-05",51.5,17,6.8,"2",0,NA,"2004-2005",2004,NA,2005-01-05,2,3,"2240-21823","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21544","XB-BW","HY","F","4-Jan-04",54.5,18.4,7.2,"1",1,NA,"2003-2004",2003,NA,2004-01-04,2,2,"2240-21544","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21887","RB-XR","HY",NA,"15-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-15,5,7,"2240-21887","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21902","YX-BY","HY","M","16-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-16,5,7,"2240-21902","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21908","XB-BR","AHY","F","21-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-21,5,8,"2240-21908","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21939","XY-BW","HY","F","13-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-13,5,8,"2240-21939","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21964","XR-XR","HY","F","18-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-18,5,8,"2240-21964","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21547","RR-RX","AHY","F","5-Jan-04",52,17.7,6.5,"0",1,NA,"2003-2004",2003,NA,2004-01-05,5,5,"2240-21547","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21835","WW-XR","AHY","F","10-Jan-05",53.5,17.6,6.3,"0",1,NA,"2004-2005",2004,NA,2005-01-10,5,6,"2240-21835","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21549","YB-XB","AHY","F","6-Jan-04",54,18.4,6.3,"0",0,NA,"2003-2004",2003,NA,2004-01-06,5,5,"2240-21549","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21982","X-","HY","F","11-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-11,5,9,"2240-21982","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21594","XR-YR","HY",NA,"13-Nov-04",52,18.2,6,"0",1,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2240-21594","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21894","RB-XY","AHY","M","20-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-20,10,12,"2240-21894","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21538","BY-WX","HY","F","23-Nov-03",50.5,17.2,6,"0",0,NA,"2003-2004",2003,NA,2003-11-23,10,10,"2240-21538","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21504","WB-YX","AHY","F","8-Nov-03",53,17.6,7.3,"2",2,NA,"2003-2004",2003,NA,2003-11-08,2,2,"2240-21504","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21836","RY-XR","AHY","F","11-Jan-05",57,17.8,6.6,"0",0,NA,"2004-2005",2004,NA,2005-01-11,5,6,"2240-21836","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21966","WY-XR","HY","M","21-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-21,5,8,"2240-21966","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21858","XR-BR","AHY","M","9-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-09,2,5,"2240-21858","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21918","YW-XR","AHY","F","18-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-18,5,7,"2240-21918","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21880","RW-XR","HY","M","12-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-12,2,4,"2240-21880","mig","Prairie Warbler","M","SF","I"
"PRAW","La Cueva","2240","21568","WR-BX","HY",NA,"5-Jan-05",53.5,17.4,6.5,"0",0,NA,"2004-2005",2004,NA,2005-01-05,2,3,"2240-21568","mig","Prairie Warbler","M","SF","I"
"PRAW","Morelia","2240","21541","BX-RY","HY","F","23-Nov-03",53,17.6,6.2,"0",1,NA,"2003-2004",2003,NA,2003-11-23,10,10,"2240-21541","mig","Prairie Warbler","M","SF","I"
"PRAW","La Caoba","2240","21996","X-","AHY","F","12-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-12,5,9,"2240-21996","mig","Prairie Warbler","M","SF","I"
"RLTH","La Cueva","1202","29763","X-","HY",NA,"7-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-07,2,6,"1202-29763","res","Red-legged Thrush","R","DF","O"
"RLTH","El Corral","1202","29696","X-","HY",NA,"23-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-23,20,22,"1202-29696","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29634","X-","AHY",NA,"6-Feb-05",130,41.2,69.4,NA,NA,NA,"2004-2005",2004,NA,2005-02-06,2,3,"1202-29634","res","Red-legged Thrush","R","DF","O"
"RLTH","El Corral","1202","29622","X-","AHY",NA,"24-Nov-04",114.5,30.9,57.9,NA,NA,NA,"2004-2005",2004,NA,2004-11-24,20,21,"1202-29622","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29730","X-","AHY",NA,"15-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-15,2,5,"1202-29730","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29744","X-","HY",NA,"8-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-08,2,6,"1202-29744","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29656","X-","HY",NA,"14-Jan-05",113,38.9,63.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-14,10,11,"1202-29656","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29762","X-","AHY",NA,"5-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-05,2,6,"1202-29762","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29713","X-","AHY",NA,"26-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-26,5,8,"1202-29713","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29751","X-","HY",NA,"12-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-12,5,9,"1202-29751","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29711","X-","AHY",NA,"26-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-26,5,8,"1202-29711","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29641","X-","AHY",NA,"9-Jan-05",118.5,40.1,68.3,NA,NA,NA,"2004-2005",2004,NA,2005-01-09,5,6,"1202-29641","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29748","X-","HY",NA,"11-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-11,5,9,"1202-29748","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29684","X-","AHY",NA,"11-Feb-05",120.5,39.8,66.7,NA,NA,NA,"2004-2005",2004,NA,2005-02-11,5,6,"1202-29684","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29610","X-","AHY",NA,"10-Nov-04",134.5,41.4,69.5,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"1202-29610","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29628","X-","AHY",NA,"5-Jan-05",124.5,39.2,67.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-05,2,3,"1202-29628","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29666","X-","AHY",NA,"5-Feb-05",123,39.9,73.8,NA,NA,NA,"2004-2005",2004,NA,2005-02-05,2,3,"1202-29666","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29733","X-","AHY",NA,"20-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-20,5,8,"1202-29733","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29673","X-","AHY",NA,"7-Feb-05",123.5,38.4,68.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"1202-29673","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29739","X-","AHY",NA,"19-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-19,10,14,"1202-29739","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29712","X-","AHY",NA,"26-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-26,5,8,"1202-29712","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29611","X-","AHY",NA,"4-Jan-05",123,39.4,61.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-04,2,3,"1202-29611","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29627","X-","AHY",NA,"5-Jan-05",127,41.3,73.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-05,2,3,"1202-29627","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29643","X-","HY",NA,"14-Feb-05",120.5,40.6,70.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-14,10,11,"1202-29643","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29640","X-","AHY",NA,"9-Jan-05",118,38.9,65.2,NA,NA,NA,"2004-2005",2004,NA,2005-01-09,5,6,"1202-29640","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29609","X-","AHY",NA,"10-Nov-04",119.5,38.6,62.7,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"1202-29609","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29695","X-","AHY",NA,"18-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-18,10,13,"1202-29695","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29749","X-","AHY",NA,"11-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-11,5,9,"1202-29749","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29727","X-","AHY",NA,"16-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-16,5,8,"1202-29727","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29753","X-","HY",NA,"12-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-12,5,9,"1202-29753","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29630","X-","AHY",NA,"6-Jan-05",124,39.7,64.2,NA,NA,NA,"2004-2005",2004,NA,2005-01-06,2,3,"1202-29630","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29756","X-","HY",NA,"14-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-14,5,9,"1202-29756","res","Red-legged Thrush","R","DF","O"
"RLTH","El Corral","1202","29736","X-","HY",NA,"26-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-26,20,23,"1202-29736","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29653","X-","AHY",NA,"14-Jan-05",123.5,41.2,63.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-14,10,11,"1202-29653","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29720","X-","AHY",NA,"9-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-09,2,5,"1202-29720","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29629","X-","AHY",NA,"14-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-14,2,5,"1202-29629","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29686","X-","AHY",NA,"14-Feb-05",120.5,40.6,70.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-14,10,11,"1202-29686","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29601","X-",NA,NA,"8-Nov-03",NA,NA,NA,NA,NA,NA,"2003-2004",2003,NA,2003-11-08,2,2,"1202-29601","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29614","X-","AHY",NA,"12-Nov-04",126,40.4,68.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-12,2,3,"1202-29614","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29742","X-","HY",NA,"8-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-08,2,6,"1202-29742","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29612","X-","AHY",NA,"16-Feb-05",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2005-02-16,10,11,"1202-29612","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29618","X-","AHY",NA,"12-Nov-04",122.5,42.3,65.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-12,5,6,"1202-29618","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29752","X-","AHY",NA,"12-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-12,5,9,"1202-29752","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29680","X-","HY",NA,"9-Feb-05",121.5,38.5,67.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-09,5,6,"1202-29680","res","Red-legged Thrush","R","DF","O"
"RLTH","El Corral","1202","29689","X-","HY",NA,"19-Feb-05",121.5,39.7,66.2,NA,NA,NA,"2004-2005",2004,NA,2005-02-19,20,21,"1202-29689","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29659","X-","AHY",NA,"15-Jan-05",122.5,39.2,67.4,NA,NA,NA,"2004-2005",2004,NA,2005-01-15,10,11,"1202-29659","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29613","X-","AHY",NA,"10-Nov-04",120,39.2,69.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"1202-29613","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29665","X-","HY",NA,"5-Feb-05",115.5,38.7,68.8,NA,NA,NA,"2004-2005",2004,NA,2005-02-05,2,3,"1202-29665","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29706","X-","AHY",NA,"11-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-11,2,4,"1202-29706","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29638","X-","AHY",NA,"9-Jan-05",119.5,40.5,68.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-09,5,6,"1202-29638","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29658","X-","HY",NA,"15-Jan-05",123.5,40.1,68.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-15,10,11,"1202-29658","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29615","X-","AHY",NA,"12-Nov-04",131.5,39.7,76.7,NA,NA,NA,"2004-2005",2004,NA,2004-11-12,2,3,"1202-29615","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29692","X-","AHY",NA,"29-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-29,10,13,"1202-29692","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29714","X-","HY",NA,"26-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-26,5,8,"1202-29714","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29651","X-","AHY",NA,"10-Feb-05",118,40,60.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-10,5,6,"1202-29651","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29606","X-","AHY",NA,"5-Jan-04",119.5,41.6,67.7,NA,NA,NA,"2003-2004",2003,NA,2004-01-05,2,2,"1202-29606","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29747","X-","AHY",NA,"10-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-10,2,6,"1202-29747","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29710","X-","AHY",NA,"26-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-26,5,8,"1202-29710","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29676","X-","AHY",NA,"8-Feb-05",126.5,38.3,69,NA,NA,NA,"2004-2005",2004,NA,2005-02-08,5,6,"1202-29676","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29632","X-","AHY",NA,"6-Jan-05",118,40.3,65,NA,NA,NA,"2004-2005",2004,NA,2005-01-06,2,3,"1202-29632","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29750","X-","AHY",NA,"12-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-12,5,9,"1202-29750","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29739","X-","AHY",NA,"8-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-08,2,6,"1202-29739","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29740","X-","HY",NA,"8-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-08,2,6,"1202-29740","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29715","X-","AHY",NA,"28-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-28,5,8,"1202-29715","res","Red-legged Thrush","R","DF","O"
"RLTH","La Caoba","1202","29648","X-","AHY",NA,"11-Jan-05",125,40.9,72.5,NA,NA,NA,"2004-2005",2004,NA,2005-01-11,5,6,"1202-29648","res","Red-legged Thrush","R","DF","O"
"RLTH","La Cueva","1202","29743","X-","HY",NA,"8-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-08,2,6,"1202-29743","res","Red-legged Thrush","R","DF","O"
"RLTH","Morelia","1202","29692","X-","AHY",NA,"25-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-25,10,13,"1202-29692","res","Red-legged Thrush","R","DF","O"
