"spp.code","band","colors","age","sex","site","date.cap.orig","nov.96","jan.97","mar.97","nov.97","jan.98","mar.98","jan.99","jan.00","jan.01","jan.02","jan.03","comments","data.cap.orig2","status.focals","spp","status2","hab1","diet","sub.site"
"BAWW","1950-82798","RY-XA","HY","M","Aceitillar","3-Mar-94","","","","","","C","","","","","","W",1994-03-03,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2390-24349","XB-RB","AHY","F","Aceitillar","11-Mar-93","","","C","","","","","","","","","W",1993-03-11,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2390-24051","XP-YP","HY","M","Aceitillar","24-Jan-93","","C","","S","S","S","","","","","","",1993-01-24,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2390-24062","RX-BB","HY","M","Aceitillar","25-Jan-93","","C","","","","","","","","","","W",1993-01-25,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2390-24346","RX-YY","HY","F","Aceitillar","10-Mar-93","","","CC","S","CS","CS","","","","","","",1993-03-10,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","1950-82038","RB-XB","AHY","F","Aceitillar","19-Nov-92","CC","C","C","S","","","","","","","","",1992-11-19,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2140-20704","X-","HY","M","Aceitillar","24-Jan-96","","","","","","","","C","","","","W",1996-01-24,"mig","Black-and-white Warbler","M","EF","I","B2"
"BAWW","1950-82562","XY-RA","HY","M","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Black-and-white Warbler","M","EF","I","B2"
"BAWW","2390-24044","RX-RP","AHY","F","Aceitillar","23-Jan-93","","C","","","","","","","","","","W",1993-01-23,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2200-16434","X-","AHY","F","Aceitillar","31-Jan-97","","","","","","","","","C","","","W",1997-01-31,"mig","Black-and-white Warbler","M","EF","I","B2"
"BAWW","1950-82573","RX-AA","AHY","M","Aceitillar","10-Nov-93","","","","C","","C","","","","","","",1993-11-10,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","1760-22682","XY-YA","HY","F","Aceitillar","22-Jan-94","","","","","CS","","","","","","","",1994-01-22,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2200-16445","X-","AHY","F","Aceitillar","2-Feb-97","","","","","","","","","C","","","W",1997-02-02,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","1950-82029","XP-RY","AHY","F","Aceitillar","19-Nov-92","C","C","","","C","C","","","","","","",1992-11-19,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","1760-22669","YG-XY","AHY","F","Aceitillar","17-Jan-94","","","","","C","","","","","","","W",1994-01-17,"mig","Black-and-white Warbler","M","EF","I","B2"
"BAWW","2200-16431","X-","AHY","M","Aceitillar","31-Jan-97","","","","","","","","","C","","","W",1997-01-31,"mig","Black-and-white Warbler","M","EF","I","B2"
"BAWW","2390-24350","PR-XB","AHY","M","Aceitillar","11-Mar-93","","","C","","","","","","","","","W",1993-03-11,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","2140-20628","RX-YW","HY","M","Aceitillar","27-Jan-95","","","","","","","C","","","","","W",1995-01-27,"mig","Black-and-white Warbler","M","EF","I","B2"
"BAWW","1950-82574","AY-RX","AHY","F","Aceitillar","10-Nov-93","","","","C","","C","","","","","","",1993-11-10,"mig","Black-and-white Warbler","M","EF","I","B1"
"BAWW","1760-22676","GR-XG","AHY","F","Aceitillar","21-Jan-94","","","","","C","","","","","","","W",1994-01-21,"mig","Black-and-white Warbler","M","EF","I","B1"
"BCPT","Apr-29","YP-YX","AHY",NA,"Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-25","XY-GA","HY",NA,"Aceitillar","8-Nov-93","","","","C","","","","","","","","",1993-11-08,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-16","GR-YX","AHY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-19","(R)X-YY",NA,NA,"Aceitillar","14-Nov-92","CS","","S","S","S","S","C","","","","","",1992-11-14,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-45","YX-YY","HY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-98","BY-AX","HY",NA,"Aceitillar","26-Jan-96","","","","","","","","C","","","","",1996-01-26,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-17","YX-AG","AHY",NA,"Aceitillar","7-Mar-94","","","","","","C","","","","","","",1994-03-07,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-68","AR-XY","HY",NA,"Aceitillar","20-Jan-94","","","","","C","","S","","","","","",1994-01-20,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-15","PY-XP","HY",NA,"Aceitillar","13-Nov-92","C","","","","","","","","","","","",1992-11-13,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-89","AR-YX","HY",NA,"Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-15","YX-GR","AHY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-32","YX-PY","AHY",NA,"Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-18","XP-YP",NA,NA,"Aceitillar","14-Nov-92","C","","","","","","","","","","","",1992-11-14,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-27","XG-RA","AHY",NA,"Aceitillar","9-Nov-93","","","","C","","","","","","","","",1993-11-09,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-22","X-G",NA,NA,"Aceitillar","19-Nov-92","CC","","","","","","","","","","","",1992-11-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-90","RY-AX","HY",NA,"Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-29","AG-RX","AHY",NA,"Aceitillar","9-Nov-93","","","","C","","","","","","","","",1993-11-09,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-88","BA-RX","HY",NA,"Aceitillar","23-Jan-96","","","","","","","","C","","","","mites",1996-01-23,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-18","YG-RX","AHY",NA,"Aceitillar","7-Mar-94","","","","","","C","","","","","","",1994-03-07,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-69","YA-XA","AHY",NA,"Aceitillar","20-Jan-94","","","","","C","","","","","","","",1994-01-20,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-63","XB-BB","AHY",NA,"Aceitillar","25-Jan-93","","C","S","C","S","S","S","","","","","",1993-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-17","XP-YR",NA,NA,"Aceitillar","14-Nov-92","C","","","","","","","","C","","","was BX-PP",1992-11-14,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-27","X-Y","HY",NA,"Aceitillar","19-Nov-92","CC","","","","","","","","","","","",1992-11-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-49","YX-YB","HY",NA,"Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-26","YG-XG","AHY",NA,"Aceitillar","9-Nov-93","","","","C","","C","","","","","","",1993-11-09,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-16","XY-BR","AHY",NA,"Aceitillar","13-Nov-92","C","","","","","","","","","","","",1992-11-13,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-86","RB-AX","HY",NA,"Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-60","RX-PP","AHY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-93","AA-YX","HY",NA,"Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-95","AX-RY","HY",NA,"Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-52","RX-PB","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-46","WX-WY","HY",NA,"Aceitillar","18-Jan-95","","","","","","","C","","","","","",1995-01-18,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-43","PX-RR","AHY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-47","RX-WR","HY",NA,"Aceitillar","18-Jan-95","","","","","","","C","","","","","",1995-01-18,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-40","WW-XR","HY",NA,"Aceitillar","16-Jan-95","","","","","","","C","","","","","",1995-01-16,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-14","GR-XR","HY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-19","GY-RX","HY",NA,"Aceitillar","8-Mar-94","","","","","","C","","","","","","",1994-03-08,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-87","RA-XB","AHY",NA,"Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-35","YB-YX","HY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","","","winged",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-29","PB-XP","HY",NA,"Aceitillar","20-Nov-92","C","","","","","","C","C","","","","",1992-11-20,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-42","RX-RR","HY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-33","YX-YR","AHY",NA,"Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-59","XP-PP","AHY",NA,"Aceitillar","24-Jan-93","","C","","","","S","","","","","","",1993-01-24,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-60","BX-YR","HY",NA,"Aceitillar","10-Mar-93","","","C","","","","S","","","","","",1993-03-10,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-33","XY-AR","AHY",NA,"Aceitillar","11-Nov-93","","","","C","","","","","","","","",1993-11-11,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-54","XR-BR","HY",NA,"Aceitillar","20-Jan-93","","CS","","","","","","","","","","",1993-01-20,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-50","PY-XB","AHY",NA,"Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-34","RA-(R)X","HY",NA,"Aceitillar","11-Nov-93","","","","C","","C","","","","","","",1993-11-11,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-62","XY-PP","AHY",NA,"Aceitillar","25-Jan-93","","C","S","","","","","","","","","",1993-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-48","BX-BY","HY",NA,"Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-69","WX-RY","HY",NA,"Aceitillar","27-Jan-95","","","","","","","C","","","","","",1995-01-27,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-94","BR-RX","AHY",NA,"Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-70","YX-WR","HY",NA,"Aceitillar","28-Jan-95","","","","","","","C","","","","","",1995-01-28,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-54","YR-XP","HY",NA,"Aceitillar","5-Mar-93","","","C","","S","S","","","","","","",1993-03-05,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-91","AB-XR","HY",NA,"Aceitillar","25-Jan-96","","","","","","","","C","C","","","",1996-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-13","AX-GA","AHY",NA,"Aceitillar","2-Mar-94","","","","","","C","S","","","","","",1994-03-02,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-57","PP-XB","AHY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-58","XB-YP","AHY",NA,"Aceitillar","24-Jan-93","","C","","","","","","C","","","","",1993-01-24,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-45","GG-XW","HY",NA,"Aceitillar","18-Jan-95","","","","","","","C","","","","","",1995-01-18,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-39","YR-YX","AHY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","C","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-66","AY-XA","HY",NA,"Aceitillar","15-Jan-94","","","","","C","","","","","","","",1994-01-15,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-36","GR-RX","AHY",NA,"Aceitillar","11-Nov-93","","","","C","","C","","","","","","",1993-11-11,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-20","RG-XY","AHY",NA,"Aceitillar","8-Mar-94","","","","","","C","","","","","","",1994-03-08,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-70","AX-Y(R)","HY",NA,"Aceitillar","20-Jan-94","","","","","C","S","S","","","","","",1994-01-20,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-21","PX-PR",NA,NA,"Aceitillar","14-Nov-92","C","","","","","","","","","","","",1992-11-14,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-53","BX-YB","AHY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-92","YY-RX","HY",NA,"Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-26","PX-RB","HY",NA,"Aceitillar","3-Feb-97","","","","","","","","","C","","","",1997-02-03,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-58","BR-XP","AHY",NA,"Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-27","X-","HY",NA,"Aceitillar","3-Feb-97","","","","","","","","","C","","","",1997-02-03,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-32","YX-YR","AHY",NA,"Aceitillar","10-Nov-93","","","","C","","","","","C","","","was AX-GR",1993-11-10,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-53","PX-PY","HY",NA,"Aceitillar","19-Jan-93","","C","C","","","","","","","","","",1993-01-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-61","XB-YB","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-35","YA-XG","AHY",NA,"Aceitillar","11-Nov-93","","","","CS","","","","","","","","",1993-11-11,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-26","X-B/W","AHY",NA,"Aceitillar","19-Nov-92","C","","","","","","","","","","","",1992-11-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-28","XY-PY","AHY",NA,"Aceitillar","19-Nov-92","C","","C","","","","","","","","","",1992-11-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-68","WX-YR","HY",NA,"Aceitillar","27-Jan-95","","","","","","","C","","","","","",1995-01-27,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-25","X-B","HY",NA,"Aceitillar","19-Nov-92","C","","","","","","S","","","","","",1992-11-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-30","YY-XX","AHY",NA,"Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-31","PX-YY","AHY",NA,"Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-84","BA-XR","HY",NA,"Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-40","XR-PP","HY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-41","PX-PB","HY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-59","PY-YX","AHY",NA,"Aceitillar","10-Mar-93","","","CC","CS","","","","","","","","",1993-03-10,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-28","YR-XA","HY",NA,"Aceitillar","9-Nov-93","","","","CS","","","","","","","","",1993-11-09,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-51","BX-RR","AHY",NA,"Aceitillar","19-Jan-93","","C","S","S","","","","","","","","",1993-01-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-21","RG-XR","AHY",NA,"Aceitillar","9-Mar-94","","","","","","C","","","","","","",1994-03-09,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-74","YW-WX","HY",NA,"Aceitillar","28-Jan-95","","","","","","","C","","","","","",1995-01-28,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-47","RR-XY","AHY",NA,"Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-51","YP-XB","AHY",NA,"Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-52","XR-BB","AHY",NA,"Aceitillar","31-Jan-97","","","","","","","","","C","C","","",1997-01-31,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-20","RX-BR",NA,NA,"Aceitillar","14-Nov-92","C","","","","","","","","","","","",1992-11-14,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-78","XY-WR","HY",NA,"Aceitillar","29-Jan-95","","","","","","","C","","","","","",1995-01-29,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-67","GX-GA","HY",NA,"Aceitillar","17-Jan-94","","","","","C","","","","","","","",1994-01-17,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-56","XR-YP","AHY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-96","RY-BX","AHY",NA,"Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-44","XW-YY","HY",NA,"Aceitillar","17-Jan-95","","","","","","","C","C","","","","",1995-01-17,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-55","XY-PB","AHY",NA,"Aceitillar","6-Mar-93","","","C","","","C","","","","","","",1993-03-06,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-56","YB-XP","AHY",NA,"Aceitillar","6-Mar-93","","","C","","","","","","","","","",1993-03-06,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-31","YA-GX","AHY",NA,"Aceitillar","10-Nov-93","","","","C","","","","","","","","",1993-11-10,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-72","YX-WY","HY",NA,"Aceitillar","28-Jan-95","","","","","","","C","","","","","",1995-01-28,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-42","RX-GW","HY",NA,"Aceitillar","17-Jan-95","","","","","","","C","","","","","",1995-01-17,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-30","RY-GX","HY",NA,"Aceitillar","10-Nov-93","","","","CS","S","","","","","","","",1993-11-10,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-55","XR-PR","AHY",NA,"Aceitillar","23-Jan-93","","CS","S","C","S","","","","","","","",1993-01-23,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-62","PB-RX","HY",NA,"Aceitillar","11-Mar-93","","","C","","","S","","","","","","",1993-03-11,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-57","XY-RR","AHY",NA,"Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-43","WX-GR","HY",NA,"Aceitillar","17-Jan-95","","","","","","","C","","","S","","S in nest study",1995-01-17,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-28","BB-XY","AHY",NA,"Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-41","GX-GW","AHY",NA,"Aceitillar","17-Jan-95","","","","","","","C","","","","","",1995-01-17,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-71","GY-XA","HY",NA,"Aceitillar","21-Jan-94","","","","","C","","S","","","","","",1994-01-21,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-44","PX-RP","AHY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-77","RX-WW","AHY",NA,"Aceitillar","29-Jan-95","","","","","","","C","","","","","",1995-01-29,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-61","BY-RX","HY",NA,"Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-72","YR-XG","HY",NA,"Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-23","R-X","AHY",NA,"Aceitillar","19-Nov-92","C","C","","","","","","","","","","",1992-11-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-22","X-","AHY",NA,"Aceitillar","9-Mar-94","","","","","","C","","","","","","",1994-03-09,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-73","AY-XG","HY",NA,"Aceitillar","21-Jan-94","","","","","C","S","","","","","","",1994-01-21,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BCPT","Apr-73","WR-RX","HY",NA,"Aceitillar","28-Jan-95","","","","","","","C","","","","","",1995-01-28,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-71","YW-RX","HY",NA,"Aceitillar","28-Jan-95","","","","","","","C","","C","","S","S in nest study",1995-01-28,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-46","YX-YP","AHY",NA,"Aceitillar","1-Feb-97","","","","","","","","","C","C","","",1997-02-01,"res","Black-crowned Palm-Tanager","RE","SF","O","B2"
"BCPT","Apr-24","Y-X","HY",NA,"Aceitillar","19-Nov-92","C","","","","","","","","","","","",1992-11-19,"res","Black-crowned Palm-Tanager","RE","SF","O","B1"
"BFGR","616","X-","AHY","M","Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Black-faced Grassquit","R","SF","G","B1"
"BFGR","Feb-66","X-",NA,"F","Aceitillar","28-Jan-95","","","","","","","C","","","","","",1995-01-28,"res","Black-faced Grassquit","R","SF","G","B2"
"BTBW","2390-24053","BX-RR","HY","M","Aceitillar","24-Jan-93","","C","","","","","","","","","","W",1993-01-24,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2390-24323","BP-RX","HY","M","Aceitillar","4-Mar-93","","","C","","","","","","","","","W",1993-03-04,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","1760-22538","AX-AY","HY","M","Aceitillar","3-Mar-94","","","","","","CS","","","","","","",1994-03-03,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","382","PX-YY","AHY","F","Aceitillar","14-Nov-92","CS","CS","CS","CS","S","S","S","","","C","","",1992-11-14,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","1950-82559","AY-GX","HY","F","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","1950-82019","BR-BX","HY","M","Aceitillar","19-Nov-92","C","S","S","S","C","","","","","","","",1992-11-19,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2390-24319","YP-XB","HY","M","Aceitillar","4-Mar-93","","","C","","","","","","","","","W",1993-03-04,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2390-24339","RX-YP","HY","F","Aceitillar","9-Mar-93","","","C","","","","","","","","","W",1993-03-09,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2140-19008","WW-XY","HY","M","Aceitillar","18-Jan-95","","","","","","","C","","C","","","",1995-01-18,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2390-24344","PY-XY","HY","M","Aceitillar","10-Mar-93","","","C","","","","","","","","","W",1993-03-10,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2390-24324","XP-YY","HY","F","Aceitillar","4-Mar-93","","","C","","","","","","","","","W",1993-03-04,"mig","Black-throated Blue Warbler","M","EF","I","B2"
