"spp.code","band","colors","age","sex","site","date.cap.orig","nov.96","jan.97","mar.97","nov.97","jan.98","mar.98","jan.99","jan.00","jan.01","jan.02","jan.03","comments","data.cap.orig2","status.focals","spp","status2","hab1","diet","sub.site"
"GABU","1591-44014","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43840","X-","AHY","M","Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44039","X-","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43828","X-","HY",NA,"Aceitillar","4-Mar-93","","","C","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43955","X-","AHY","M","Aceitillar","9-Nov-93","","","","C","","","","","","","","",1993-11-09,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43965","X-","HY",NA,"Aceitillar","10-Nov-93","","","","C","","","","","","","","",1993-11-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44010","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43417","YB-XB","HY",NA,"Aceitillar","15-Nov-92","CS","","","","","","","","","","","",1992-11-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43418","XB-RB","HY",NA,"Aceitillar","15-Nov-92","C","","","","","","","","","","","",1992-11-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43846","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43441","X-","AHY","M","Aceitillar","20-Nov-92","C","","","","","C","","","","","","",1992-11-20,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44049","X-","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02561","X-","AHY","M","Aceitillar","16-Jan-94","","","","","C","","","","","","","",1994-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44156","X-","HY","M","Aceitillar","8-Mar-94","","","","","","C","","","","","","",1994-03-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43877","X-","AHY","F","Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44016","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02558","X-","HY",NA,"Aceitillar","15-Jan-94","","","","","C","","","","","","","",1994-01-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44216","X-","HY",NA,"Aceitillar","18-Jan-95","","","","","","","C","","","","","",1995-01-18,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43836","X-","HY",NA,"Aceitillar","4-Mar-93","","","C","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02592","X-","AHY","F","Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82633","X-","HY",NA,"Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","Apr-24","X-","HY",NA,"Aceitillar","8-Nov-93","","","","CC","","","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43864","X-","AHY","F","Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43973","X-","HY",NA,"Aceitillar","11-Nov-93","","","","C","C","","","","","","","",1993-11-11,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43867","X-","AHY","F","Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44296","X-","HY","M","Aceitillar","26-Jan-96","","","","","","","","C","","","","",1996-01-26,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44012","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02587","X-","HY","M","Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44051","X-","AHY","M","Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44028","X-","HY",NA,"Aceitillar","20-Jan-93","","C","","","","C","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43938","X-","HY",NA,"Aceitillar","8-Nov-93","","","","C","","","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44033","X-","HY",NA,"Aceitillar","20-Jan-93","","C","","","","","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02591","X-","AHY","F","Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44045","X-","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02590","X-","AHY","F","Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43845","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43865","X-","AHY","F","Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43847","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43848","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43432","X-","AHY",NA,"Aceitillar","19-Nov-92","C","","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82630","X-","HY","F","Aceitillar","30-Jan-97","","","","","","","","","C","","","",1997-01-30,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02593","X-","HY",NA,"Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02595","X-","HY",NA,"Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44041","X-","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","981-31223","X-","HY","F","Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43409","X-B","AHY","M","Aceitillar","14-Nov-92","CC","C","","C","","","","","","","","",1992-11-14,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43964","X-","HY","F","Aceitillar","10-Nov-93","","","","C","","C","C","","","","","",1993-11-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43844","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43971","X-","AHY","M","Aceitillar","11-Nov-93","","","","C","","","","","","","","",1993-11-11,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02578","X-","AHY","F","Aceitillar","17-Jan-94","","","","","C","","","","","","","",1994-01-17,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02563","X-","AHY","F","Aceitillar","16-Jan-94","","","","","C","","","","","","","",1994-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43972","X-","HY",NA,"Aceitillar","11-Nov-93","","","","C","","","","","","","","",1993-11-11,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02574","X-","AHY","F","Aceitillar","16-Jan-94","","","","","C","","","","","","","",1994-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44281","X-","HY","M","Aceitillar","24-Jan-96","","","","","","","","C","","","","",1996-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43833","X-","AHY","M","Aceitillar","4-Mar-93","","","C","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44025","X-","HY",NA,"Aceitillar","20-Jan-93","","C","","","","","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43852","X-","AHY","M","Aceitillar","5-Mar-93","","","C","","","C","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44029","X-","HY",NA,"Aceitillar","20-Jan-93","","C","","","","","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43939","X-","HY",NA,"Aceitillar","8-Nov-93","","","","C","","","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43842","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43412","Y-X","AHY","M","Aceitillar","14-Nov-92","C","C","","","S","C","","","","","","",1992-11-14,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44210","X-","AHY","M","Aceitillar","17-Jan-95","","","","","","","C","","","","","",1995-01-17,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82631","X-","AHY","F","Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44207","X-","HY",NA,"Aceitillar","17-Jan-95","","","","","","","C","","","","","",1995-01-17,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44208","X-","HY",NA,"Aceitillar","17-Jan-95","","","","","","","C","","","","","",1995-01-17,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44209","X-","HY",NA,"Aceitillar","17-Jan-95","","","","","","","C","","","","","",1995-01-17,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44298","X-","HY",NA,"Aceitillar","26-Jan-96","","","","","","","","C","","","","",1996-01-26,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02555","X-","AHY","F","Aceitillar","15-Jan-94","","","","","C","","","","","","","",1994-01-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44272","X-","HY","F","Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43872","X-","AHY","M","Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44276","X-","HY","F","Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43875","X-","HY","F","Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43438","X-","HY",NA,"Aceitillar","19-Nov-92","C","","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43415","PB-XB","AHY",NA,"Aceitillar","15-Nov-92","C","","","","","","","","","","","",1992-11-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43941","X-","HY",NA,"Aceitillar","8-Nov-93","","","","C","","","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44277","X-","HY","M","Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43434","X-","AHY","M","Aceitillar","19-Nov-92","C","","","","C","","","C","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43421","X-Y","AHY","M","Aceitillar","18-Nov-92","C","","C","","","","","","","","","",1992-11-18,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43426","X-B/W","AHY",NA,"Aceitillar","19-Nov-92","C","","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43831","X-","AHY","M","Aceitillar","4-Mar-93","","","C","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43832","X-","AHY","M","Aceitillar","4-Mar-93","","","C","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02582","X-","HY",NA,"Aceitillar","17-Jan-94","","","","","C","","","","","","","",1994-01-17,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44275","X-","HY","F","Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43835","X-","AHY","M","Aceitillar","4-Mar-93","","","C","","","","","","C","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44270","X-","HY","M","Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44271","X-","HY","M","Aceitillar","23-Jan-96","","","","","","","","C","","","","",1996-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02559","X-","HY",NA,"Aceitillar","15-Jan-94","","","","","C","","","","","","","",1994-01-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44044","X-","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82656","X-","AHY","F","Aceitillar","3-Feb-97","","","","","","","","","C","","","",1997-02-03,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43410","X-R",NA,NA,"Aceitillar","14-Nov-92","C","","","","","","","","","","","",1992-11-14,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43414","X-G","AHY",NA,"Aceitillar","14-Nov-92","C","","","","","","","","","","","",1992-11-14,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-82655","X-","HY","F","Aceitillar","3-Feb-97","","","","","","","","","C","","","",1997-02-03,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44048","X-","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44103","X-","AHY","M","Aceitillar","22-Jan-94","","","","","C","C","C","","","","","",1994-01-22,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44015","X-","AHY","M","Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43878","X-","AHY","F","Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44019","X-","AHY","M","Aceitillar","19-Jan-93","","C","","","C","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43874","X-","HY","F","Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44002","X-",NA,NA,"Aceitillar","18-Jan-93","","C","","","","","","","","","","",1993-01-18,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43826","X-","HY",NA,"Aceitillar","4-Mar-93","","","C","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44005","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44006","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44007","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44008","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44009","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43952","X-","AHY","M","Aceitillar","9-Nov-93","","","","C","","","","","","","","",1993-11-09,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44245","X-","HY",NA,"Aceitillar","27-Jan-95","","","","","","","C","","","","","",1995-01-27,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44248","X-","HY",NA,"Aceitillar","27-Jan-95","","","","","","","C","","","","","",1995-01-27,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44249","X-","HY",NA,"Aceitillar","27-Jan-95","","","","","","","C","","","","","",1995-01-27,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","Apr-36","x-","HY","F","Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43841","X-","AHY","M","Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44017","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44020","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43839","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-82650","X-","HY","M","Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82646","X-","HY","M","Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44023","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44259","X-","AHY","M","Aceitillar","29-Jan-95","","","","","","","C","","","","","",1995-01-29,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43827","X-","AHY","M","Aceitillar","4-Mar-93","","","CC","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44153","X-","AHY","M","Aceitillar","8-Mar-94","","","","","","C","","","","","","",1994-03-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44152","X-","HY","M","Aceitillar","8-Mar-94","","","","","","C","C","","","","","",1994-03-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43437","X-","AHY",NA,"Aceitillar","19-Nov-92","C","","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43439","X-","AHY",NA,"Aceitillar","19-Nov-92","C","","","C","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43424","X","HY",NA,"Aceitillar","19-Nov-92","C","C","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44267","X-","HY","F","Aceitillar","22-Jan-96","","","","","","","","C","","","","",1996-01-22,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44294","X-","AHY","F","Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44289","X-","AHY","M","Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43967","X-","AHY","F","Aceitillar","11-Nov-93","","","","C","","","","","","","","",1993-11-11,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43970","X-","AHY","F","Aceitillar","11-Nov-93","","","","C","","","","","","","","",1993-11-11,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82657","X-","AHY","M","Aceitillar","3-Feb-97","","","","","","","","","C","","","",1997-02-03,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44290","X-","HY",NA,"Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43411","X-W","AHY",NA,"Aceitillar","14-Nov-92","C","","","","","","","","","","","",1992-11-14,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43857","X-","AHY","F","Aceitillar","6-Mar-93","","","C","","","","","","","","","",1993-03-06,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44280","X-","AHY","F","Aceitillar","24-Jan-96","","","","","","","","C","","","","",1996-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44052","X-","HY",NA,"Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44282","X-","HY","M","Aceitillar","24-Jan-96","","","","","","","","C","","","","",1996-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44158","X-","AHY","M","Aceitillar","9-Mar-94","","","","","","C","","","C","","","",1994-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43945","X-","AHY","F","Aceitillar","9-Nov-93","","","","C","","","","","","","","",1993-11-09,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44022","X-","AHY",NA,"Aceitillar","19-Jan-93","","C","","","C","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44037","X-","AHY","M","Aceitillar","23-Jan-93","","C","","","","","","","","","","",1993-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44038","X-","HY",NA,"Aceitillar","23-Jan-93","","C","","","","","","","","","","",1993-01-23,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43958","X-","AHY","M","Aceitillar","10-Nov-93","","","","C","","","","","","","","",1993-11-10,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43961","X-","AHY","M","Aceitillar","10-Nov-93","","","","C","","","","","","","","",1993-11-10,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44258","X-","HY",NA,"Aceitillar","28-Jan-95","","","","","","","C","","","","","",1995-01-28,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43963","X-","HY",NA,"Aceitillar","10-Nov-93","","","","C","","","","","","","","",1993-11-10,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44295","X-","HY","M","Aceitillar","26-Jan-96","","","","","","","","C","","","","",1996-01-26,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82638","X-","AHY","F","Aceitillar","31-Jan-97","","","","","","","","","C","","","",1997-01-31,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-82651","X-","AHY","F","Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-82652","X-","HY","F","Aceitillar","2-Feb-97","","","","","","","","","C","","","",1997-02-02,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43861","X-","AHY","M","Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43866","X-","HY","M","Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02596","X-","HY",NA,"Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02597","X-","HY",NA,"Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43429","X-","AHY","F","Aceitillar","19-Nov-92","C","","C","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43425","B-X","AHY","M","Aceitillar","19-Nov-92","C","","","C","","","C","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43427","X-B","AHY","M","Aceitillar","19-Nov-92","C","C","","C","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44199","X-","AHY","M","Aceitillar","16-Jan-95","","","","","","","C","","","","","",1995-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44151","X-","AHY","F","Aceitillar","8-Mar-94","","","","","","C","","","","","","",1994-03-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02581","X-","AHY","M","Aceitillar","17-Jan-94","","","","","C","","","","","","","",1994-01-17,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44203","X-","HY",NA,"Aceitillar","16-Jan-95","","","","","","","C","","","","","",1995-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44138","X-","AHY","M","Aceitillar","3-Mar-94","","","","","","C","","C","","","","",1994-03-03,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44139","X-","AHY","M","Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44140","X-","AHY","M","Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43834","X-","AHY","M","Aceitillar","4-Mar-93","","","C","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44143","X-","HY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,"res","Greater Antillean Bullfinch","R","EF","O","B1"
